,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.7706220276692544,0.9088882034900373,0.8868372298845834,0.8618566805072478,0.9989135743103101,-0.4805301050934883,1.0,0.21447305890955065,0.6776634004534041,-0.5159179944951346
Precision,0.7706220276692544,1.0,0.8427289684308221,0.9466069008814053,0.6598208470329587,0.7722123697849627,-0.7794851017356826,0.7706220276692544,-0.00386279277481843,0.6602880392405512,-0.6713274773113937
Recall,0.9088882034900373,0.8427289684308221,1.0,0.9698302137326317,0.793686995429218,0.9141874044486625,-0.6357151525044961,0.9088882034900372,0.17212898712838742,0.6817697059437205,-0.3001526284414855
F1-Score,0.8868372298845834,0.9466069008814053,0.9698302137326317,1.0,0.7721949800900617,0.8889587656020248,-0.722436010323818,0.8868372298845834,0.10404154246696923,0.7301656204008212,-0.4158076304284048
ROC-AUC,0.8618566805072478,0.6598208470329587,0.793686995429218,0.7721949800900617,1.0,0.8591721271943401,-0.4902136565963623,0.861856680507248,0.3654280637188571,0.7984178097887873,-0.5317388073583633
MCC,0.9989135743103101,0.7722123697849627,0.9141874044486625,0.8889587656020248,0.8591721271943401,1.0,-0.4847626395211819,0.9989135743103104,0.2083931288513084,0.6682321196728828,-0.52105056412703
Log Loss,-0.4805301050934883,-0.7794851017356826,-0.6357151525044961,-0.722436010323818,-0.4902136565963623,-0.4847626395211819,1.0,-0.4805301050934882,0.04994435902373925,-0.22747253870598758,0.4258308130526597
Cohen's Kappa,1.0,0.7706220276692544,0.9088882034900372,0.8868372298845834,0.861856680507248,0.9989135743103104,-0.4805301050934882,1.0,0.2144730589095507,0.6776634004534049,-0.5159179944951343
Execution Time (s),0.21447305890955065,-0.00386279277481843,0.17212898712838742,0.10404154246696923,0.3654280637188571,0.2083931288513084,0.04994435902373925,0.2144730589095507,1.0,0.3724862264246878,-0.11663288766024424
CV Accuracy (Mean),0.6776634004534041,0.6602880392405512,0.6817697059437205,0.7301656204008212,0.7984178097887873,0.6682321196728828,-0.22747253870598758,0.6776634004534049,0.3724862264246878,1.0,-0.22390482587194802
CV Accuracy (Std Dev),-0.5159179944951346,-0.6713274773113937,-0.3001526284414855,-0.4158076304284048,-0.5317388073583633,-0.52105056412703,0.4258308130526597,-0.5159179944951343,-0.11663288766024424,-0.22390482587194802,1.0
