metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,33.25958188153311,0.09871373245385047,False
Precision,Kruskal-Wallis,25.422757188610824,0.3830874420302489,False
Recall,Kruskal-Wallis,21.107583774250443,0.6323706453670965,False
F1-Score,Kruskal-Wallis,25.422757188610824,0.3830874420302489,False
ROC-AUC,Kruskal-Wallis,20.08588781509892,0.6918815237904747,False
MCC,Kruskal-Wallis,33.25958188153311,0.09871373245385047,False
Cohen's Kappa,Kruskal-Wallis,33.25958188153311,0.09871373245385047,False
