Metoda,BERT,RoBERTa,SBERT
metoda1-1,1.009926819366961,0.6330164134466663,4.097955190004608e-05
metoda1-2,1.04827040157299,0.6169186746122833,0.002564615664934
metoda1-3,1.028144023164127,0.6057040875422369,0.0015137882641642
metoda1-4,1.0177116110199702,0.7882121112593967,9.319621190175544e-05
metoda1-5,1.0555531455713054,0.6139242313232214,0.0086253184283241
metoda10,1.040389013293972,0.6421847786054273,0.0319869762172543
metoda11,0.9692472756194072,0.6481541487947651,0.2398947514055391
metoda12-catboost,0.6960733816046073,0.6919509439438833,0.6906336476973125
metoda12-rf,1.2337298680921398,1.0201104142632773,0.1685762339630385
metoda13,1.2351375688826358,1.308360826944821,0.014525500016998
metoda14,1.144745713875556,0.8459935225697518,0.0098629324477475
metoda15,0.7444156235247258,,0.6147319875999286
metoda16,1.2059595674055863,0.8525489252783597,0.00553026933639
metoda17,0.941926282597474,0.9529508883915964,0.0089481142162013
metoda18,1.1634972961524097,0.5632403209672524,0.0018836890492305
metoda19,3.769526643895694,2.231973765607832,0.0037282342177383
metoda2,0.7444156235247258,,0.6147319875999286
metoda20,0.7444156235247258,,0.6147319875999286
metoda3,0.7444156235247258,0.636640051220406,0.2880270135509217
metoda4,0.7444156235247258,,7.9711926360440195
metoda5,3.51768766697881,3.220112816333895,0.0008016963828328
metoda6,0.7444156235247258,,0.6147319875999286
metoda7,1.1649097384850935,0.5983079935113982,0.2136090460351219
metoda8,0.7444156235247258,,0.6147319875999286
metoda9,1.1024777305765348,0.6604126656103813,0.0541976504364272
