,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.922709699122367,0.6080689921050603,0.922709699122367,0.3868589716493315,1.0,-0.8246866198198608,1.0,-0.4970713872886832,,
Precision,0.922709699122367,1.0,0.86710996952412,1.0,0.324507750303039,0.922709699122367,-0.7159149976238551,0.922709699122367,-0.3118837613410854,,
Recall,0.6080689921050603,0.86710996952412,1.0,0.86710996952412,0.16840826742715195,0.6080689921050603,-0.4087294318099358,0.6080689921050603,0.0,,
F1-Score,0.922709699122367,1.0,0.86710996952412,1.0,0.324507750303039,0.922709699122367,-0.7159149976238551,0.922709699122367,-0.3118837613410854,,
ROC-AUC,0.3868589716493315,0.324507750303039,0.16840826742715195,0.324507750303039,1.0,0.3868589716493315,-0.48948206547623485,0.3868589716493315,0.09177788727679403,,
MCC,1.0,0.922709699122367,0.6080689921050603,0.922709699122367,0.3868589716493315,1.0,-0.8246866198198608,1.0,-0.4970713872886832,,
Log Loss,-0.8246866198198608,-0.7159149976238551,-0.4087294318099358,-0.7159149976238551,-0.48948206547623485,-0.8246866198198608,1.0,-0.8246866198198608,0.4481132075471698,,
Cohen's Kappa,1.0,0.922709699122367,0.6080689921050603,0.922709699122367,0.3868589716493315,1.0,-0.8246866198198608,1.0,-0.4970713872886832,,
Execution Time (s),-0.4970713872886832,-0.3118837613410854,0.0,-0.3118837613410854,0.09177788727679403,-0.4970713872886832,0.4481132075471698,-0.4970713872886832,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
