,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9033624768395127,0.6080689921050603,0.82065180664829,0.3868589716493313,1.0,-0.7025431434235174,1.0,-0.4223857472048256,,
Precision,0.9033624768395127,1.0,0.889786076994027,0.9864191226193036,0.3133712053852467,0.9033624768395122,-0.5762019179130422,0.9033624768395122,-0.13779048249893025,,
Recall,0.6080689921050603,0.889786076994027,1.0,0.9526610232449335,0.1684082674271519,0.6080689921050602,-0.31900098261240145,0.6080689921050602,0.19440921513816609,,
F1-Score,0.82065180664829,0.9864191226193036,0.9526610232449335,1.0,0.26937401188058946,0.8206518066482895,-0.49866672407273793,0.8206518066482895,-0.021827941678411483,,
ROC-AUC,0.3868589716493313,0.3133712053852467,0.1684082674271519,0.26937401188058946,1.0,0.38685897164933136,-0.5557717137859403,0.38685897164933136,0.003172797845926341,,
MCC,1.0,0.9033624768395122,0.6080689921050602,0.8206518066482895,0.38685897164933136,1.0,-0.7025431434235172,1.0,-0.42238574720482575,,
Log Loss,-0.7025431434235174,-0.5762019179130422,-0.31900098261240145,-0.49866672407273793,-0.5557717137859403,-0.7025431434235172,1.0,-0.7025431434235172,0.16103069495958391,,
Cohen's Kappa,1.0,0.9033624768395122,0.6080689921050602,0.8206518066482895,0.38685897164933136,1.0,-0.7025431434235172,1.0,-0.42238574720482575,,
Execution Time (s),-0.4223857472048256,-0.13779048249893025,0.19440921513816609,-0.021827941678411483,0.003172797845926341,-0.42238574720482575,0.16103069495958391,-0.42238574720482575,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
