,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.1878930817610063,0.06682389937106918,0.5338050314465409,0.8663522012578616,0.7712264150943396,-0.37971698113207547,0.8844339622641509,-0.1871069182389937,0.5772179627601315,-0.38663745892661555
Precision,0.1878930817610063,1.0,-0.8183962264150944,-0.514937106918239,-0.2240566037735849,0.6438679245283019,-0.06682389937106918,0.46855345911949686,0.3891509433962264,-0.20481927710843373,0.307776560788609
Recall,0.06682389937106918,-0.8183962264150944,1.0,0.8364779874213837,0.5055031446540881,-0.2775157232704403,0.05110062893081761,-0.16823899371069181,-0.23113207547169812,0.48521358159912376,-0.5027382256297919
F1-Score,0.5338050314465409,-0.514937106918239,0.8364779874213837,1.0,0.809748427672956,0.19654088050314467,-0.09669811320754718,0.3121069182389937,-0.20047169811320756,0.4830230010952902,-0.4786418400876232
ROC-AUC,0.8663522012578616,-0.2240566037735849,0.5055031446540881,0.809748427672956,1.0,0.5070754716981132,-0.2696540880503145,0.684748427672956,-0.3498427672955975,0.5815991237677984,-0.3888280394304491
MCC,0.7712264150943396,0.6438679245283019,-0.2775157232704403,0.19654088050314467,0.5070754716981132,1.0,-0.15330188679245282,0.9166666666666666,0.11871069182389937,0.43921139101861995,-0.1982475355969332
Log Loss,-0.37971698113207547,-0.06682389937106918,0.05110062893081761,-0.09669811320754718,-0.2696540880503145,-0.15330188679245282,1.0,-0.23113207547169812,-0.26572327044025157,-0.21796276013143484,0.00547645125958379
Cohen's Kappa,0.8844339622641509,0.46855345911949686,-0.16823899371069181,0.3121069182389937,0.684748427672956,0.9166666666666666,-0.23113207547169812,1.0,0.04009433962264151,0.3778751369112815,-0.2902519167579409
Execution Time (s),-0.1871069182389937,0.3891509433962264,-0.23113207547169812,-0.20047169811320756,-0.3498427672955975,0.11871069182389937,-0.26572327044025157,0.04009433962264151,1.0,-0.29901423877327493,-0.25301204819277107
CV Accuracy (Mean),0.5772179627601315,-0.20481927710843373,0.48521358159912376,0.4830230010952902,0.5815991237677984,0.43921139101861995,-0.21796276013143484,0.3778751369112815,-0.29901423877327493,1.0,-0.37349397590361444
CV Accuracy (Std Dev),-0.38663745892661555,0.307776560788609,-0.5027382256297919,-0.4786418400876232,-0.3888280394304491,-0.1982475355969332,0.00547645125958379,-0.2902519167579409,-0.25301204819277107,-0.37349397590361444,1.0
