Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.6,0.6666666666666666,0.4,0.5,0.76,0.2182178902359924,0.6212265029968334,0.19999999999999996,327.0479955673218,,
