Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev),metoda,dataset,method
0.5,0.0,0.0,0.0,0.2799999999999999,0.0,0.6938698516569254,0.0,82.81700015068054,,,run1-1_BuzzFeed_results.csv,BuzzFeed,metoda1-1
0.6,0.6666666666666666,0.4,0.5,0.76,0.2182178902359924,0.6212265029968334,0.1999999999999999,327.0479955673218,,,run1-1_ISOT_results.csv,ISOT,metoda1-1
0.6,0.5555555555555556,1.0,0.7142857142857143,0.8,0.3333333333333333,0.7272547976105261,0.1999999999999999,228.05099821090695,,,run1-1_WELFake_results.csv,WELFake,metoda1-1
0.5,0.5,1.0,0.6666666666666666,0.32,0.0,0.6945219872150905,0.0,83.13600492477417,,,run1-2_BuzzFeed_results.csv,BuzzFeed,metoda1-2
0.6,0.6666666666666666,0.4,0.5,0.76,0.2182178902359924,0.624921463994867,0.1999999999999999,327.17999625205994,,,run1-2_ISOT_results.csv,ISOT,metoda1-2
0.7,0.625,1.0,0.7692307692307693,0.72,0.5,0.7028115857001269,0.4,228.1849980354309,,,run1-2_WELFake_results.csv,WELFake,metoda1-2
0.5,0.5,1.0,0.6666666666666666,0.52,0.0,0.6940144690465003,0.0,83.44000625610352,,,run1-3_BuzzFeed_results.csv,BuzzFeed,metoda1-3
0.6,0.6666666666666666,0.4,0.5,0.6799999999999999,0.2182178902359924,0.6571474003991159,0.1999999999999999,327.3199958801269,,,run1-3_ISOT_results.csv,ISOT,metoda1-3
0.6,0.5555555555555556,1.0,0.7142857142857143,0.76,0.3333333333333333,0.7201771702852604,0.1999999999999999,228.2440323829651,,,run1-3_WELFake_results.csv,WELFake,metoda1-3
0.5,0.5,1.0,0.6666666666666666,0.72,0.0,0.6956979412455475,0.0,83.74299931526184,,,run1-4_BuzzFeed_results.csv,BuzzFeed,metoda1-4
0.6,0.6666666666666666,0.4,0.5,0.76,0.2182178902359924,0.6233524719640942,0.1999999999999999,327.43899369239807,,,run1-4_ISOT_results.csv,ISOT,metoda1-4
0.6,0.5555555555555556,1.0,0.7142857142857143,0.68,0.3333333333333333,0.7887904612607972,0.1999999999999999,228.3019986152649,,,run1-4_WELFake_results.csv,WELFake,metoda1-4
0.3,0.0,0.0,0.0,0.2799999999999999,-0.5,0.6940654889357691,-0.3999999999999999,84.21900272369385,,,run1-5_BuzzFeed_results.csv,BuzzFeed,metoda1-5
0.6,0.6666666666666666,0.4,0.5,0.6799999999999999,0.2182178902359924,0.6272589814002107,0.1999999999999999,327.5929980278015,,,run1-5_ISOT_results.csv,ISOT,metoda1-5
0.6,0.5555555555555556,1.0,0.7142857142857143,0.8,0.3333333333333333,0.6926004815030561,0.1999999999999999,228.3609983921051,,,run1-5_WELFake_results.csv,WELFake,metoda1-5
0.5,0.5,0.2,0.2857142857142857,0.36,0.0,0.6845386100612829,0.0,2.4759953022003174,0.6,0.3741657386773941,run10_BuzzFeed_results.csv,BuzzFeed,metoda10
0.7,0.6666666666666666,0.8,0.7272727272727273,0.8,0.408248290463863,0.5592687780255909,0.4,1.4269990921020508,0.6,0.2,run10_ISOT_results.csv,ISOT,metoda10
0.5,0.5,0.6,0.5454545454545454,0.56,0.0,0.7080320922920138,0.0,2.2791285514831543,0.4,0.2,run10_WELFake_results.csv,WELFake,metoda10
0.5,0.5,0.4,0.4444444444444444,0.28,0.0,0.7698735180266432,0.0,10.930999040603638,0.7,0.2449489742783178,run11_BuzzFeed_results.csv,BuzzFeed,metoda11
0.7,0.75,0.6,0.6666666666666666,0.8,0.408248290463863,0.5774747789940775,0.4,26.932999849319454,0.4,0.3741657386773941,run11_ISOT_results.csv,ISOT,metoda11
0.5,0.5,0.4,0.4444444444444444,0.48,0.0,0.6735224327604165,0.0,23.641031742095947,0.6,0.3741657386773941,run11_WELFake_results.csv,WELFake,metoda11
0.5,0.5,0.6,0.5454545454545454,0.44,0.0,0.6932477412424736,0.0,3.3410000801086426,,,run12-catboost_BuzzFeed_results.csv,BuzzFeed,metoda12-catboost
0.9,1.0,0.8,0.8888888888888888,0.8600000000000001,0.816496580927726,0.688944533927836,0.8,14.87899684906006,,,run12-catboost_ISOT_results.csv,ISOT,metoda12-catboost
0.9,1.0,0.8,0.8888888888888888,1.0,0.816496580927726,0.6873067422996952,0.8,13.753901958465576,,,run12-catboost_WELFake_results.csv,WELFake,metoda12-catboost
0.1,0.1666666666666666,0.2,0.1818181818181818,0.2,-0.816496580927726,0.9348584191193549,-0.8,3.228995084762573,0.7,0.2449489742783178,run12-rf_BuzzFeed_results.csv,BuzzFeed,metoda12-rf
1.0,1.0,1.0,1.0,1.0,1.0,0.1588023467549153,1.0,14.840999841690063,0.8,0.2449489742783178,run12-rf_ISOT_results.csv,ISOT,metoda12-rf
0.6,0.6,0.6,0.6,0.84,0.2,0.5290382099728153,0.1999999999999999,13.726900100708008,0.8,0.4,run12-rf_WELFake_results.csv,WELFake,metoda12-rf
0.6,0.6666666666666666,0.4,0.5,0.48,0.2182178902359924,0.699919004872571,0.1999999999999999,8.836998224258423,,,run13_BuzzFeed_results.csv,BuzzFeed,metoda13
