,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9233914554377833,0.4786672135898168,0.8400746504819281,0.9158399792868063,0.990838285258348,-0.3948569447761703,1.0,-0.0641493119162093,0.5692472479560944,0.15506666492863436
Precision,0.9233914554377833,1.0,0.262929254628141,0.6627091367548398,0.9789444225133731,0.8800317444483048,-0.6207369034050862,0.9233914554377833,0.11332792065983445,0.4365470924688142,-0.07912327163182926
Recall,0.4786672135898168,0.262929254628141,1.0,0.8485995350468557,0.2811494735339634,0.5402564013650341,0.21719983219379427,0.4786672135898168,-0.2448582377915059,0.5600000201792723,0.1977012021625307
F1-Score,0.8400746504819281,0.6627091367548398,0.8485995350468557,1.0,0.672089925818327,0.8743334668164984,-0.06581302380391213,0.8400746504819281,-0.19625680152304334,0.5355148322757001,0.1268236941858186
ROC-AUC,0.9158399792868063,0.9789444225133731,0.2811494735339634,0.672089925818327,1.0,0.8639537138798367,-0.6181646700782713,0.9158399792868063,0.048250857165418486,0.4181141009877429,-0.10155915857950931
MCC,0.990838285258348,0.8800317444483048,0.5402564013650341,0.8743334668164984,0.8639537138798367,1.0,-0.3118860834375912,0.990838285258348,-0.07619495456133558,0.550120319777774,0.1520233645959866
Log Loss,-0.3948569447761703,-0.6207369034050862,0.21719983219379427,-0.06581302380391213,-0.6181646700782713,-0.3118860834375912,1.0,-0.3948569447761703,-0.0220125786163522,-0.3623288233612068,-0.308138882611345
Cohen's Kappa,1.0,0.9233914554377833,0.4786672135898168,0.8400746504819281,0.9158399792868063,0.990838285258348,-0.3948569447761703,1.0,-0.0641493119162093,0.5692472479560944,0.15506666492863436
Execution Time (s),-0.0641493119162093,0.11332792065983445,-0.2448582377915059,-0.19625680152304334,0.048250857165418486,-0.07619495456133558,-0.0220125786163522,-0.0641493119162093,1.0,0.12195457957035741,-0.26563696776840084
CV Accuracy (Mean),0.5692472479560944,0.4365470924688142,0.5600000201792723,0.5355148322757001,0.4181141009877429,0.550120319777774,-0.3623288233612068,0.5692472479560944,0.12195457957035741,1.0,0.5869151819529375
CV Accuracy (Std Dev),0.15506666492863436,-0.07912327163182926,0.1977012021625307,0.1268236941858186,-0.10155915857950931,0.1520233645959866,-0.308138882611345,0.15506666492863436,-0.26563696776840084,0.5869151819529375,1.0
