method,metoda,AUC-PR
metoda1-1,run1-1_WELFake_pr_curve.csv,0.8064285714285713
metoda1-2,run1-2_WELFake_pr_curve.csv,0.7684523809523809
metoda1-3,run1-3_WELFake_pr_curve.csv,0.7879761904761904
metoda1-4,run1-4_WELFake_pr_curve.csv,0.7422222222222221
metoda1-5,run1-5_WELFake_pr_curve.csv,0.8064285714285713
metoda10,run10_WELFake_pr_curve.csv,0.6884126984126984
metoda11,run11_WELFake_pr_curve.csv,0.6634920634920635
metoda12-catboost,run12-catboost_WELFake_pr_curve.csv,1.0
metoda12-rf,run12-rf_WELFake_pr_curve.csv,0.8647619047619046
metoda13,run13_WELFake_pr_curve.csv,0.9633333333333334
metoda14,run14_WELFake_pr_curve.csv,0.6424603174603174
metoda15,run15_WELFake_pr_curve.csv,0.8347619047619046
metoda16,run16_WELFake_pr_curve.csv,0.37579365079365074
metoda17,run17_WELFake_pr_curve.csv,0.6746031746031746
metoda18,run18_WELFake_pr_curve.csv,0.7167857142857144
metoda19,run19_WELFake_pr_curve.csv,0.9380952380952381
metoda20,run20_WELFake_pr_curve.csv,0.8347619047619046
metoda2,run2_WELFake_pr_curve.csv,0.8347619047619046
metoda3,run3_WELFake_pr_curve.csv,0.8347619047619046
metoda4,run4_WELFake_pr_curve.csv,0.8347619047619046
metoda5,run5_WELFake_pr_curve.csv,0.8647619047619046
metoda6,run6_WELFake_pr_curve.csv,0.8347619047619046
metoda7,run7_WELFake_pr_curve.csv,0.7766666666666666
metoda8,run8_WELFake_pr_curve.csv,0.8347619047619046
metoda9,run9_WELFake_pr_curve.csv,1.0
