Metoda,BERT,RoBERTa,SBERT
metoda1-1,12.861155271530151,12.8619122505188,14.075564622879028
metoda1-2,12.914494037628174,12.913912296295166,14.12759256362915
metoda1-3,12.967494249343872,12.96591091156006,14.181593894958496
metoda1-4,13.01949405670166,13.017910957336426,14.234007358551024
metoda1-5,13.070494174957275,13.071414232254028,14.285979747772217
metoda10,0.2379980087280273,0.2269988059997558,0.3309032917022705
metoda11,1.6866183280944824,1.6710350513458252,3.112001180648804
metoda12-catboost,0.55464768409729,0.5619266033172607,1.0929977893829346
metoda12-rf,0.5340023040771484,0.5399267673492432,1.0670013427734375
metoda13,5.079765796661377,5.100000381469727,14.85856556892395
metoda14,5.763047695159912,5.700955867767334,10.401959419250488
metoda15,0.6195273399353027,0.6050007343292236,1.3269991874694824
metoda16,0.4870333671569824,0.4900343418121338,0.7779996395111084
metoda17,7.647760629653931,7.302347898483276,7.148595333099365
metoda18,0.162999153137207,0.1800415515899658,2.578513860702514
metoda19,0.1630024909973144,0.1610016822814941,0.237032413482666
metoda2,0.6195273399353027,0.6050007343292236,1.3269991874694824
metoda20,0.6195273399353027,0.6050007343292236,1.3269991874694824
metoda3,0.6195273399353027,0.6050007343292236,1.5430316925048828
metoda4,0.6195273399353027,0.6050007343292236,10.62479567527771
metoda5,0.1350321769714355,0.1369991302490234,0.3340404033660888
metoda6,0.6195273399353027,0.6050007343292236,1.3269991874694824
metoda7,0.9269835948944092,0.9421591758728028,0.9327847957611084
metoda8,0.6195273399353027,0.6050007343292236,1.3269991874694824
metoda9,8.636535882949829,8.497031211853027,12.520503282546995
