Metoda,BERT,RoBERTa,SBERT
metoda10,0.5357142857142857,0.7357142857142858,0.625
metoda11,0.4,0.625,0.7214285714285714
metoda12-rf,0.4785714285714285,0.6,0.675
metoda13,0.4607142857142857,0.35,0.5535714285714285
metoda14,0.375,0.375,0.6357142857142856
metoda15,0.5071428571428571,0.5964285714285714,0.6428571428571429
metoda16,0.4321428571428571,0.4892857142857142,0.6428571428571428
metoda18,0.5928571428571429,0.5678571428571428,0.6428571428571429
metoda19,0.4642857142857142,0.4642857142857142,0.6178571428571428
metoda2,0.5071428571428571,0.5964285714285714,0.6428571428571429
metoda20,0.5071428571428571,0.5964285714285714,0.6428571428571429
metoda3,0.5071428571428571,0.5964285714285714,0.5964285714285713
metoda4,0.5071428571428571,0.5964285714285714,
metoda5,0.4321428571428571,0.4071428571428571,0.6178571428571428
metoda6,0.5071428571428571,0.5964285714285714,0.6428571428571429
metoda7,0.4785714285714285,0.6,0.675
metoda8,0.5071428571428571,0.5964285714285714,0.6428571428571429
metoda9,0.4,0.6214285714285714,0.6714285714285714
