Metoda,BERT,RoBERTa,SBERT
metoda1-1,-0.0539730134932534,,0.2291666666666666
metoda1-2,-0.054131054131054,,0.0597907324364723
metoda1-4,,,0.0512820512820514
metoda1-5,,,0.3470588235294117
metoda10,-0.1277213352685051,0.3470588235294117,0.3508771929824562
metoda11,-0.0232896652110625,0.1294117647058823,0.2448979591836734
metoda12-catboost,0.1921397379912663,0.3451327433628318,0.4606413994169096
metoda12-rf,0.1370262390670553,0.0763582966226138,0.2448979591836734
metoda13,-0.0173661360347321,0.1850220264317181,0.4558823529411765
metoda14,-0.0414814814814814,0.0763582966226138,0.2426900584795321
metoda15,-0.0203193033381712,0.0234604105571847,0.2448979591836734
metoda16,-0.0850439882697948,0.0763582966226138,0.2426900584795321
metoda17,,,0.1921397379912663
metoda18,-0.2387190684133915,0.0176991150442477,0.3018867924528301
metoda19,0.1395348837209301,-0.0323054331864902,0.1874084919472913
metoda2,-0.0203193033381712,0.0234604105571847,0.2448979591836734
metoda20,-0.0203193033381712,0.0234604105571847,0.2448979591836734
metoda3,-0.0203193033381712,0.0234604105571847,-0.0232896652110625
metoda4,-0.0203193033381712,0.0234604105571847,
metoda5,0.0844250363901019,0.0205882352941176,0.2998544395924308
metoda6,-0.0203193033381712,0.0234604105571847,0.2448979591836734
metoda7,-0.0232896652110625,0.1850220264317181,0.1897810218978102
metoda8,-0.0203193033381712,0.0234604105571847,0.2448979591836734
metoda9,-0.1343065693430658,0.0205882352941176,0.3527696793002915
