Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.6945501771913558,0.6926641781187869,0.6773216308554819
metoda1-2,0.6941175083111165,0.702151644997571,0.6809033192307336
metoda1-3,0.6951032547372498,0.6955585697103255,0.6862974073404768
metoda1-4,0.6958936524613069,0.6931169157687505,0.6585077341932756
metoda1-5,0.6941664788185936,0.6927397852892825,0.6876128194523455
metoda10,0.700515777605066,0.6258803101541878,0.6031164898932763
metoda11,0.7022943138155002,0.674564230682549,0.5989444441907952
metoda12-catboost,0.693905062121634,0.6838443394860267,0.6743949105967256
metoda12-rf,0.7245039525164582,0.8719086888725882,0.628341958341486
metoda13,0.710301903634281,0.6890991175703609,0.6265282313264204
metoda14,0.6977975586164132,0.6931397503402312,0.6052781026281207
metoda15,0.8351155117627534,0.7259346526009022,0.6452960754417035
metoda16,0.6932561390344519,0.70117761547246,0.5995471350004689
metoda17,0.6957285242280505,0.6930433201714687,0.6728535339626329
metoda18,1.1254861903683806,0.9718012393652709,0.7048742187055683
metoda19,0.7736258616500493,0.94656000558539,0.6215504209188005
metoda2,0.8351155117627534,0.7259346526009022,0.6452960754417035
metoda20,0.8351155117627534,0.7259346526009022,0.6452960754417035
metoda3,0.8351155117627534,0.7259346526009022,1.0891398095876343
metoda4,0.8351155117627534,0.7259346526009022,8.186630271634145
metoda5,0.9280601816332404,1.1693515794967473,0.7135965503195837
metoda6,0.8351155117627534,0.7259346526009022,0.6452960754417035
metoda7,0.7351304070398056,0.8154551903226359,0.6281027054631513
metoda8,0.8351155117627534,0.7259346526009022,0.6452960754417035
metoda9,0.7100346906125996,0.733110546702991,0.6272568579608818
