Metoda,BERT,RoBERTa,SBERT
metoda1-1,-0.1622214211307625,,0.3052960603447925
metoda1-2,-0.1712337223046937,,0.1070820943672059
metoda1-4,,,0.1622214211307625
metoda1-5,,,0.3555830235294606
metoda10,-0.1325902799601378,0.3555830235294606,0.3508771929824561
metoda11,-0.0235997441801596,0.1325902799601378,0.2463353700772254
metoda12-catboost,0.1946978894863169,0.3652684665168607,0.463345100859543
metoda12-rf,0.1378305046860665,0.0773932928566517,0.2463353700772254
metoda13,-0.0187317162316338,0.1875299019218869,0.467079395314122
metoda14,-0.0476886152932751,0.0773932928566517,0.2426900584795321
metoda15,-0.0210939081754764,0.0235997441801596,0.2463353700772254
metoda16,-0.0855490726530786,0.0773932928566517,0.2426900584795321
metoda17,,,0.1946978894863169
metoda18,-0.2418973778466361,0.0187317162316338,0.3133952071785076
metoda19,0.1428799252738186,-0.0327433162085834,0.1876840914874098
metoda2,-0.0210939081754764,0.0235997441801596,0.2463353700772254
metoda20,-0.0210939081754764,0.0235997441801596,0.2463353700772254
metoda3,-0.0210939081754764,0.0235997441801596,-0.0235997441801596
metoda4,-0.0210939081754764,0.0235997441801596,
metoda5,0.0855490726530786,0.0210939081754764,0.3038467063195551
metoda6,-0.0210939081754764,0.0235997441801596,0.2463353700772254
metoda7,-0.0235997441801596,0.1875299019218869,0.1900584795321637
metoda8,-0.0210939081754764,0.0235997441801596,0.2463353700772254
metoda9,-0.1345029239766081,0.0210939081754764,0.3548402354683842
