Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.6944049392645631,0.6925262433870839,0.6577685403874225
metoda1-2,0.6935929392623075,0.6919928418642298,0.682727127075761
metoda1-3,0.693719699636967,0.6935036024925367,0.7076409633492682
metoda1-4,0.6936227847597635,0.693719365522151,0.6929971669663642
metoda1-5,0.6950318844880312,0.695482675723779,0.70564226771344
metoda10,0.6939893248368152,0.5388225629919802,0.4163373319080616
metoda11,0.6714678287438948,0.594339868648737,0.6233249318310157
metoda12-catboost,0.6887986861635964,0.6923769857308892,0.694846118601284
metoda12-rf,0.6415080058331945,0.5980023173383795,0.893684560463381
metoda13,0.6258084442603813,0.4999883287439892,0.7726118083142326
metoda14,0.6786938234461263,0.6798413886781147,0.7982682245568524
metoda15,0.4689033822690692,,0.6930056375109868
metoda16,0.6840317918869887,0.6931471805599453,0.7824451376052765
metoda17,0.693808117848848,0.692185511065834,0.7035894390035775
metoda18,1.1147528395793025,0.4337952747826719,0.930884719229896
metoda19,0.8081160822602725,0.4630466026128567,0.9372628764894017
metoda2,0.4689033822690692,,0.6930056375109868
metoda20,0.4689033822690692,,0.6930056375109868
metoda3,0.4689033822690692,0.4991474385368694,0.0574741382286904
metoda4,0.4689033822690692,,7.9711926360440195
metoda5,0.793288594942853,0.2721525159028385,1.1535354567233087
metoda6,0.4689033822690692,,0.6930056375109868
metoda7,0.6967628247011657,0.5852384697871295,0.8842884620097393
metoda8,0.4689033822690692,,0.6930056375109868
metoda9,0.5639674387988908,0.5875233680710631,0.7663884122296802
