,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
Precision,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
Recall,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
F1-Score,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
ROC-AUC,,,,,,,,,,,
MCC,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
Log Loss,-0.2372386166605079,-0.2372386166605079,-0.2372386166605079,-0.2372386166605079,,-0.2372386166605079,1.0,-0.2372386166605079,-0.34827044025157233,,
Cohen's Kappa,1.0,1.0,1.0,1.0,,1.0,-0.2372386166605079,1.0,0.3841006174503461,,
Execution Time (s),0.3841006174503461,0.3841006174503461,0.3841006174503461,0.3841006174503461,,0.3841006174503461,-0.34827044025157233,0.3841006174503461,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
