metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,4.841522373437285,0.9999908012272807,False
Precision,Kruskal-Wallis,8.026435922088101,0.9990590364196539,False
Recall,Kruskal-Wallis,14.78260869565218,0.9269586276520492,False
F1-Score,Kruskal-Wallis,8.026435922088101,0.9990590364196539,False
ROC-AUC,Kruskal-Wallis,6.463267543859642,0.9998586538341205,False
MCC,Kruskal-Wallis,4.841522373437285,0.9999908012272807,False
Cohen's Kappa,Kruskal-Wallis,4.841522373437285,0.9999908012272807,False
