Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.4864864864864865,0.4864864864864865,1.0,0.6545454545454545,0.7777777777777778,0.0,0.6862974073404768,0.0,14.181593894958496,,
