Precision,Recall
0.47293986636971047,1.0
0.4811374192817492,1.0
0.4847066879707829,1.0
0.48985005767012685,1.0
0.4899065636174876,1.0
0.4955659276546091,1.0
0.49562376006535186,1.0
0.49568160597572364,1.0
0.5021281626862142,1.0
0.5094158570229099,1.0
0.5094769673704415,1.0
0.5095992320614351,1.0
0.5097215554488718,1.0
0.5160388821385177,1.0
0.516164316966456,1.0
0.5162270572505165,1.0
0.5221935325218247,1.0
0.5222577471716675,1.0
0.5223862238622387,1.0
0.5281024620741109,1.0
0.5282338308457711,1.0
0.5282995397437492,1.0
0.5284310065945005,1.0
0.5344155027054235,1.0
0.5344827586206896,1.0
0.534684627974317,1.0
0.5348192922805692,1.0
0.541501976284585,1.0
0.5416400969264125,1.0
0.5417782880469447,1.0
0.5421240745468471,1.0
0.5422625127681308,1.0
0.542331758396118,1.0
0.54673017507724,1.0
0.5471527956712188,1.0
0.5472232959670146,1.0
0.5472938144329897,1.0
0.5473643510761697,1.0
0.5475054789222638,1.0
0.5476466795615732,1.0
0.547858617131063,1.0
0.5527069234773555,1.0
0.5527788624235325,1.0
0.552922796510871,1.0
0.5529947916666667,1.0
0.5580814717477004,1.0
0.5582281808622502,1.0
0.5583015643486262,1.0
0.5585218306154656,1.0
0.5588157894736843,1.0
0.5588893275430977,1.0
0.5591836734693878,1.0
0.5643853820598007,1.0
0.5644603934077618,1.0
0.564535424697594,1.0
0.5649108805533386,1.0
0.5689216342933691,1.0
0.5689978563772776,1.0
0.5691503618332887,1.0
0.5692266452218201,1.0
0.5696083690987125,1.0
0.5696847753185781,1.0
0.5743846361915066,1.0
0.574462329230353,1.0
0.5747733116795236,1.0
0.5751625135427952,1.0
0.5752404171745903,1.0
0.5755522428513349,1.0
0.5757863340563991,1.0
0.5787680566911965,1.0
0.5789258451472192,1.0
0.5791842859091529,0.9997645396750647
0.5793423386546596,0.9997645396750647
0.5795004776852737,0.9997645396750647
0.5796587030716723,0.9997645396750647
0.5802924695913626,0.9997645396750647
0.5806098728292083,0.9997645396750647
0.584124363736415,0.9997645396750647
0.5842047330764997,0.9997645396750647
0.5844459738472126,0.9997645396750647
0.5846874139355549,0.9997645396750647
0.5847679383005095,0.9997645396750647
0.5849290535886486,0.9997645396750647
0.5886593650353529,0.9997645396750647
0.5888226320898627,0.9997645396750647
0.5893129770992367,0.9997645396750647
0.5895584559844488,0.9997645396750647
0.5896403277322594,0.9997645396750647
0.5897222222222223,0.9997645396750647
0.5916120941897729,0.9997645396750647
0.592520234440413,0.9997645396750647
0.5929339477726574,0.9997645396750647
0.5930167597765363,0.9997645396750647
0.593099594915491,0.9997645396750647
0.5932653346374179,0.9997645396750647
0.5936800894854586,0.9997645396750647
0.5940123111359821,0.9997645396750647
0.5941785614329695,0.9997645396750647
0.5967673928320449,0.9997645396750647
0.5968512791678381,0.9997645396750647
0.5970191226096738,0.9997645396750647
0.5972710648473766,0.9997645396750647
0.5978597578147001,0.9997645396750647
0.5980281690140845,0.9997645396750647
0.5983652762119503,0.9997645396750647
0.6003959276018099,0.9997645396750647
0.6007357102433503,0.9997645396750647
0.600820716003962,0.9997645396750647
0.6009907997169144,0.9997645396750647
0.6013312561960062,0.9997645396750647
0.6015016291259385,0.9997645396750647
0.6018426647767541,0.9997645396750647
0.6020986954055587,0.9997645396750647
0.6022695035460993,0.9997645396750647
0.6039829302987197,0.9997645396750647
0.6043267862226017,0.9997645396750647
0.6044128113879004,0.9997645396750647
0.6049294771334948,0.9997645396750647
0.6052744119743407,0.9997645396750647
0.6057061340941512,0.9997645396750647
0.60587899543379,0.9997645396750647
0.6059654631083202,0.9997645396750647
0.6059957173447538,0.9995290793501295
0.6080790717662226,0.9995290793501295
0.60825333142284,0.9995290793501295
0.6083404987102322,0.9995290793501295
0.6088640275387264,0.9995290793501295
0.6093009903832353,0.9995290793501295
0.6093884582256676,0.9995290793501295
0.6096510124946144,0.9995290793501295
0.610001436988073,0.9995290793501295
0.6106156501726122,0.9995290793501295
0.6107034958998705,0.9995290793501295
0.6111431039447164,0.9995290793501295
0.6114071726919199,0.9995290793501295
0.611495246326707,0.9995290793501295
0.611671469740634,0.9995290793501295
0.6125541125541125,0.9995290793501295
0.612642516957714,0.9995290793501295
0.6131734797053301,0.9995290793501295
0.6132620629875758,0.9995290793501295
0.6145049218297626,0.9995290793501295
0.6147719044170891,0.9995290793501295
0.6150391190959142,0.9995290793501295
0.615128242283727,0.9995290793501295
0.6154849934754241,0.9995290793501295
0.6155742459396751,0.9995290793501295
0.6160208968219416,0.9995290793501295
0.6161103047895501,0.9995290793501295
0.6162891986062717,0.9995290793501295
0.6164681963404008,0.9995290793501295
0.6167708181950298,0.9992936190251942
0.6168604651162791,0.9992936190251942
0.6172193135543921,0.9992936190251942
0.6176684616504148,0.9992936190251942
0.6177583697234352,0.9992936190251942
0.6178483039743776,0.9992936190251942
0.6183884598572053,0.9992936190251942
0.6188393117526976,0.9992936190251942
0.6189295610325215,0.9992936190251942
0.6196525040151847,0.9992936190251942
0.6201052016364699,0.9992936190251942
0.6206493126645218,0.9992936190251942
0.6208308952603862,0.9992936190251942
0.6209217264081931,0.9992936190251942
0.6211943793911007,0.9992936190251942
0.6216493335286363,0.9992936190251942
0.6219226260257913,0.9992936190251942
