Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.9461245868928104,0.9453369272237196,0.9608767123287671,0.9530434782608695,0.9875965325342466,0.8900304235815465,0.14188895592415518,0.8898677193480274,155.08407998085022,,
