Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev),run,dataset,method
0.4864864864864865,0.0,0.0,0.0,0.3771929824561404,-0.1622214211307625,0.6945501771913558,-0.0539730134932534,12.861155271530151,,,run1-1_BuzzFeed_results.csv,BuzzFeed,run1-1
0.6256124721603563,0.5844304522037779,0.7212149752766659,0.6456576728499157,0.6759849024809699,0.2643835919708953,0.6441513181207409,0.2579421905555501,77.71497201919556,,,run1-1_ISOT_results.csv,ISOT,run1-1
0.6273617260086051,0.708570671612134,0.5861917808219178,0.6415976970133141,0.6892947266615931,0.2657977540426203,0.6131168280301741,0.2606968752887025,128.8904094696045,,,run1-1_WELFake_results.csv,WELFake,run1-1
0.4594594594594595,0.4722222222222222,0.9444444444444444,0.6296296296296297,0.4415204678362573,-0.1712337223046937,0.6941175083111165,-0.054131054131054,12.914494037628174,,,run1-2_BuzzFeed_results.csv,BuzzFeed,run1-2
0.6337416481069043,0.61665854846566,0.596185542736049,0.6062492517658327,0.6771800887426235,0.2642085636683123,0.6400273172157116,0.2640770411288543,77.99297142028809,,,run1-2_ISOT_results.csv,ISOT,run1-2
0.6241192242938205,0.7143252595155709,0.5655890410958904,0.6313149847094801,0.6856104848427194,0.2657281064356045,0.6148536916389874,0.25836593690616,129.3014097213745,,,run1-2_WELFake_results.csv,WELFake,run1-2
0.4864864864864865,0.4864864864864865,1.0,0.6545454545454545,0.3859649122807018,0.0,0.6951032547372498,0.0,12.967494249343872,,,run1-3_BuzzFeed_results.csv,BuzzFeed,run1-3
0.6308463251670379,0.6086753731343284,0.6145514480809984,0.6115992970123023,0.6761710370268699,0.2599015139159693,0.6404411029190804,0.2598906251072174,78.24797129631042,,,run1-3_ISOT_results.csv,ISOT,run1-3
0.6042900791918688,0.6323459377083531,0.7275616438356164,0.6766204647370566,0.6694400130010147,0.1761342225111204,0.6227048811267206,0.1732896633558385,129.73853588104248,,,run1-3_WELFake_results.csv,WELFake,run1-3
0.4864864864864865,0.4864864864864865,1.0,0.6545454545454545,0.3538011695906433,0.0,0.6958936524613069,0.0,13.01949405670166,,,run1-4_BuzzFeed_results.csv,BuzzFeed,run1-4
0.6304008908685969,0.6198347107438017,0.5651047798445962,0.591205813523833,0.6752792428614801,0.2561626087375055,0.6435279498805812,0.2552541173815436,78.51825737953186,,,run1-4_ISOT_results.csv,ISOT,run1-4
0.6216873480077321,0.7507379468678255,0.5016986301369863,0.6014583196479012,0.6866608479198376,0.2874621751901657,0.6170448615971512,0.2675815709356997,130.16512441635132,,,run1-4_WELFake_results.csv,WELFake,run1-4
0.5135135135135135,0.0,0.0,0.0,0.4122807017543859,0.0,0.6941664788185936,0.0,13.070494174957275,,,run1-5_BuzzFeed_results.csv,BuzzFeed,run1-5
0.6296213808463251,0.5963187617653211,0.6712973863903933,0.6315906070004431,0.6763818468994482,0.2636903679204156,0.6424474576811843,0.2618319392305193,78.77547216415405,,,run1-5_ISOT_results.csv,ISOT,run1-5
0.6186319136995697,0.650284686844471,0.7134246575342466,0.6803929765886287,0.6834479404490107,0.2115706347136706,0.6222116773004299,0.2101811900896611,130.58412528038025,,,run1-5_WELFake_results.csv,WELFake,run1-5
0.4324324324324324,0.4347826086956521,0.5555555555555556,0.4878048780487805,0.4269005847953216,-0.1325902799601378,0.700515777605066,-0.1277213352685051,0.2379980087280273,0.5357142857142857,0.0896421457000795,run10_BuzzFeed_results.csv,BuzzFeed,run10
