Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.43243243243243246,0.42105263157894735,0.4444444444444444,0.43243243243243246,0.4970760233918129,-0.13450292397660818,0.7100346906125996,-0.13430656934306584,8.636535882949829,0.4,0.1542757933318227
