metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,8.999999999999996,0.4372741889138674,False
Log Loss,Kruskal-Wallis,9.0,0.4372741889138671,False
Execution Time (s),Kruskal-Wallis,9.0,0.4372741889138671,False
