Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.3333333333333333,-0.6546536707079772,0.816496580927726
metoda1-2,0.5,-0.3333333333333333,0.6546536707079772
metoda1-3,0.3333333333333333,,0.6546536707079772
metoda1-4,0.3333333333333333,,0.408248290463863
metoda1-5,0.3333333333333333,-0.3333333333333333,0.6
metoda10,,0.408248290463863,0.816496580927726
metoda11,,-0.3333333333333333,0.6
metoda12-catboost,0.816496580927726,-0.5,0.408248290463863
metoda12-rf,0.2,0.2182178902359924,1.0
metoda13,0.6,1.0,0.816496580927726
metoda14,-0.2,0.408248290463863,0.816496580927726
metoda15,0.408248290463863,0.2,0.6
metoda16,-0.408248290463863,0.816496580927726,1.0
metoda17,,,0.816496580927726
metoda18,,,0.816496580927726
metoda19,0.6,0.408248290463863,1.0
metoda2,0.408248290463863,0.2,0.6
metoda20,0.408248290463863,0.2,0.816496580927726
metoda3,0.408248290463863,0.2,0.408248290463863
metoda4,0.408248290463863,0.2,
metoda5,0.6546536707079772,,0.816496580927726
metoda6,0.408248290463863,0.2,0.6
metoda7,0.6546536707079772,-0.2182178902359924,1.0
metoda8,0.408248290463863,0.2,0.6
metoda9,1.0,0.6546536707079772,0.6
