Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.7207126948775056,0.7299656175614917,0.6498704968212856,0.6875934230194319,0.7971882664244772,0.43902274514863054,0.5466816190814024,0.4366106987292707,102.27349829673767,0.6603563474387528,0.007650585317290715
