,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,1.0,,0.9999999999999998,,1.0,-0.2528560349879192,1.0,0.17153611813116165,,
Precision,1.0,1.0,,0.9999999999999998,,1.0,-0.2528560349879192,1.0,0.17153611813116165,,
Recall,,,,,,,,,,,
F1-Score,0.9999999999999998,0.9999999999999998,,1.0,,1.0000000000000002,-0.2528560349879192,1.0000000000000002,0.17153611813116182,,
ROC-AUC,,,,,,,,,,,
MCC,1.0,1.0,,1.0000000000000002,,1.0,-0.2528560349879192,1.0,0.17153611813116165,,
Log Loss,-0.2528560349879192,-0.2528560349879192,,-0.2528560349879192,,-0.2528560349879192,1.0,-0.25285603498791914,0.054487923990817415,,
Cohen's Kappa,1.0,1.0,,1.0000000000000002,,1.0,-0.25285603498791914,1.0,0.17153611813116165,,
Execution Time (s),0.17153611813116165,0.17153611813116165,,0.17153611813116182,,0.17153611813116165,0.054487923990817415,0.17153611813116165,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
