,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,1.0,,1.0,,1.0,-0.4340770526217636,1.0,0.16536268671305282,,
Precision,1.0,1.0,,1.0,,1.0,-0.4340770526217636,1.0,0.16536268671305282,,
Recall,,,,,,,,,,,
F1-Score,1.0,1.0,,1.0,,1.0,-0.4340770526217636,1.0,0.16536268671305282,,
ROC-AUC,,,,,,,,,,,
MCC,1.0,1.0,,1.0,,1.0,-0.4340770526217636,1.0,0.16536268671305282,,
Log Loss,-0.4340770526217636,-0.4340770526217636,,-0.4340770526217636,,-0.4340770526217636,1.0,-0.4340770526217636,0.1871069182389937,,
Cohen's Kappa,1.0,1.0,,1.0,,1.0,-0.4340770526217636,1.0,0.16536268671305282,,
Execution Time (s),0.16536268671305282,0.16536268671305282,,0.16536268671305282,,0.16536268671305282,0.1871069182389937,0.16536268671305282,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
