,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.8694146844021832,0.13619286962361501,0.2434664174990249,-0.27110103800089935,0.9093196494026244,-0.33200296518769484,0.9093196494026244,-0.25457768560019695,0.2606508865904966,0.014643308235421157
Precision,0.8694146844021832,1.0,0.43672241707197457,0.5126421271217032,-0.3774168070677873,0.9641913264890344,-0.1264981066173604,0.9633790338803663,-0.4451605344337047,0.2606508865904966,0.014643308235421157
Recall,0.13619286962361501,0.43672241707197457,1.0,0.9666371355263856,0.32359227120035006,0.40616526838101197,-0.3074603068491191,0.4078096621801254,0.04485495192759032,0.2798253417196437,0.13050422661545205
F1-Score,0.2434664174990249,0.5126421271217032,0.9666371355263856,1.0,0.270537209200044,0.4649381426583083,-0.37445944666533326,0.4657329087141345,0.053212658210336834,0.28642219256216145,0.13359038923724614
ROC-AUC,-0.27110103800089935,-0.3774168070677873,0.32359227120035006,0.270537209200044,1.0,-0.2958166010364988,-0.6679808147322067,-0.29740487808904376,0.5553378235686388,0.317910244577724,0.0931140924326436
MCC,0.9093196494026244,0.9641913264890344,0.40616526838101197,0.4649381426583083,-0.2958166010364988,1.0,-0.23539512622827094,0.9992009588493808,-0.34912980842947255,0.2908202300679144,0.12259529547286374
Log Loss,-0.33200296518769484,-0.1264981066173604,-0.3074603068491191,-0.37445944666533326,-0.6679808147322067,-0.23539512622827094,1.0,-0.23698027859344448,-0.46147798742138363,-0.12712330675523606,0.01095890575476173
Cohen's Kappa,0.9093196494026244,0.9633790338803663,0.4078096621801254,0.4657329087141345,-0.29740487808904376,0.9992009588493808,-0.23698027859344448,1.0,-0.35150753697723286,0.2908202300679144,0.12259529547286374
Execution Time (s),-0.25457768560019695,-0.4451605344337047,0.04485495192759032,0.053212658210336834,0.5553378235686388,-0.34912980842947255,-0.46147798742138363,-0.35150753697723286,1.0,0.18520550725547325,0.5095891175964204
CV Accuracy (Mean),0.2606508865904966,0.2606508865904966,0.2798253417196437,0.28642219256216145,0.317910244577724,0.2908202300679144,-0.12712330675523606,0.2908202300679144,0.18520550725547325,1.0,0.7807017543859649
CV Accuracy (Std Dev),0.014643308235421157,0.014643308235421157,0.13050422661545205,0.13359038923724614,0.0931140924326436,0.12259529547286374,0.01095890575476173,0.12259529547286374,0.5095891175964204,0.7807017543859649,1.0
