metric,method,test,mean,std,p_value,normal_distribution
MCC,metoda1-1,Shapiro-Wilk,0.44579733934686505,0.5175776212134952,0.21823798387795634,True
MCC,metoda1-2,Shapiro-Wilk,0.4590931830746269,0.4455810434227519,0.5490365334646831,True
MCC,metoda1-3,Shapiro-Wilk,0.4784170304870183,0.38682706001276285,0.15415587892268862,True
MCC,metoda1-4,Shapiro-Wilk,0.4598817548945948,0.37532737869285265,0.11288704281802081,True
MCC,metoda1-5,Shapiro-Wilk,0.44625575958629604,0.43518693260721936,0.5722118976801263,True
MCC,metoda10,Shapiro-Wilk,0.5229672658038989,0.38423797157677203,0.15313557423175705,True
MCC,metoda11,Shapiro-Wilk,0.2968253125809704,0.41172404482326586,0.6698843851706455,True
MCC,metoda12-catboost,Shapiro-Wilk,0.45477627794148934,0.46623338828125166,0.46258338564154783,True
MCC,metoda12-rf,Shapiro-Wilk,0.4366743769029833,0.36657377664817187,0.19049951723080233,True
MCC,metoda13,Shapiro-Wilk,0.6733763801709732,0.3347287989229567,0.1390591462180244,True
MCC,metoda14,Shapiro-Wilk,0.5198432371109837,0.4043281680615488,0.31781901194745454,True
MCC,metoda15,Shapiro-Wilk,0.561005851171565,0.28976687671246726,0.2606912967406351,True
MCC,metoda16,Shapiro-Wilk,0.5601602131983304,0.47420203107368675,0.08692598971170026,True
MCC,metoda17,Shapiro-Wilk,0.31307109311038933,0.4101826250339139,0.0019258265826592748,False
MCC,metoda18,Shapiro-Wilk,0.47497728284723867,0.4139018993677223,0.04808105419648925,False
MCC,metoda19,Shapiro-Wilk,0.5049058930351001,0.34914951530823357,0.37913985811643175,True
MCC,metoda20,Shapiro-Wilk,0.5880679237875307,0.30199645400896113,0.25679450049100433,True
MCC,metoda2,Shapiro-Wilk,0.561005851171565,0.28976687671246726,0.2606912967406351,True
MCC,metoda3,Shapiro-Wilk,0.35691554404558823,0.2883096155638193,0.3219936498082371,True
MCC,metoda4,Shapiro-Wilk,0.28020259443042583,0.3129625913157881,0.047225284690175354,False
MCC,metoda5,Shapiro-Wilk,0.5661721940412527,0.37240719629974633,0.19268294499773148,True
MCC,metoda6,Shapiro-Wilk,0.561005851171565,0.28976687671246726,0.2606912967406351,True
MCC,metoda7,Shapiro-Wilk,0.41598625229259345,0.41688427934900607,0.4901795435432815,True
MCC,metoda8,Shapiro-Wilk,0.561005851171565,0.28976687671246726,0.2606912967406351,True
MCC,metoda9,Shapiro-Wilk,0.6326377121649931,0.342459573782965,0.27366014702374813,True
Cohen's Kappa,metoda1-1,Shapiro-Wilk,0.4344017497910325,0.5088550576808593,0.2979149553052216,True
Cohen's Kappa,metoda1-2,Shapiro-Wilk,0.4473024747870039,0.42586575877514443,0.4016567257371964,True
Cohen's Kappa,metoda1-3,Shapiro-Wilk,0.4529466472799698,0.39446501946157725,0.07127822049643871,True
Cohen's Kappa,metoda1-4,Shapiro-Wilk,0.43550789372885745,0.3871609814688957,0.06305994039683593,True
Cohen's Kappa,metoda1-5,Shapiro-Wilk,0.4453913073981525,0.4168712372784277,0.4060417908086106,True
Cohen's Kappa,metoda10,Shapiro-Wilk,0.5200054732047962,0.38324716720188884,0.16194592273651942,True
Cohen's Kappa,metoda11,Shapiro-Wilk,0.31145304445108074,0.3905999539930258,0.3939616176668268,True
Cohen's Kappa,metoda12-catboost,Shapiro-Wilk,0.46127447745378675,0.4431859002616053,0.5612734497172379,True
Cohen's Kappa,metoda12-rf,Shapiro-Wilk,0.4341215229374731,0.36755009179322706,0.1773440019092945,True
Cohen's Kappa,metoda13,Shapiro-Wilk,0.671106993080706,0.3343621449860438,0.15305257885027806,True
Cohen's Kappa,metoda14,Shapiro-Wilk,0.5169952318626193,0.4032835220089935,0.34304235780704906,True
Cohen's Kappa,metoda15,Shapiro-Wilk,0.5580815066209626,0.2918685726282688,0.2415182732776076,True
Cohen's Kappa,metoda16,Shapiro-Wilk,0.5590742698544846,0.47141703531237344,0.0961714450919362,True
Cohen's Kappa,metoda17,Shapiro-Wilk,0.31096357007453435,0.4077293412960895,0.0020965939660245584,False
Cohen's Kappa,metoda18,Shapiro-Wilk,0.4730156916178447,0.41248321039822033,0.052704344695130294,True
Cohen's Kappa,metoda19,Shapiro-Wilk,0.5037921513756571,0.3493017397224414,0.3798826554417922,True
Cohen's Kappa,metoda20,Shapiro-Wilk,0.5830815066209625,0.3027510336184088,0.24763519106457593,True
Cohen's Kappa,metoda2,Shapiro-Wilk,0.5580815066209626,0.2918685726282688,0.2415182732776076,True
Cohen's Kappa,metoda3,Shapiro-Wilk,0.3533630298381094,0.2881910182654618,0.29742945548639604,True
Cohen's Kappa,metoda4,Shapiro-Wilk,0.27736257017317145,0.3123905612806167,0.04130893358748965,False
Cohen's Kappa,metoda5,Shapiro-Wilk,0.5580735404621796,0.3702050336366815,0.2341241735692169,True
Cohen's Kappa,metoda6,Shapiro-Wilk,0.5580815066209626,0.2918685726282688,0.2415182732776076,True
Cohen's Kappa,metoda7,Shapiro-Wilk,0.4101840004178616,0.41033367669302717,0.5153500048561879,True
Cohen's Kappa,metoda8,Shapiro-Wilk,0.5580815066209626,0.2918685726282688,0.2415182732776076,True
Cohen's Kappa,metoda9,Shapiro-Wilk,0.6264837668324087,0.3425726508532646,0.27207384523830247,True
AUC-PR,metoda1-1,Shapiro-Wilk,0.7623120847948112,0.25610975569595795,0.027820627219910944,False
AUC-PR,metoda1-2,Shapiro-Wilk,0.757521942938065,0.25559872499534253,0.03910645816362198,False
AUC-PR,metoda1-3,Shapiro-Wilk,0.7579342106694797,0.2555242150716047,0.04053214739777813,False
AUC-PR,metoda1-4,Shapiro-Wilk,0.7526729850872395,0.2525710419450607,0.060518034654930504,True
AUC-PR,metoda1-5,Shapiro-Wilk,0.7729797612194732,0.2622697765566297,0.019081831115767323,False
AUC-PR,metoda10,Shapiro-Wilk,0.8125775474550109,0.228393433506346,0.011670430333499663,False
AUC-PR,metoda11,Shapiro-Wilk,0.7912410249562749,0.22443399873655565,0.05111238818370438,True
AUC-PR,metoda12-catboost,Shapiro-Wilk,0.8109176917104516,0.22760202582210615,0.01752675747293255,False
AUC-PR,metoda12-rf,Shapiro-Wilk,0.9248062349120956,0.07753681983402498,0.01181305148395884,False
AUC-PR,metoda13,Shapiro-Wilk,0.9556080157734088,0.07109810678366835,0.00025346760590659807,False
AUC-PR,metoda14,Shapiro-Wilk,0.8954533211142837,0.11768190188075135,0.04544282801364136,False
AUC-PR,metoda15,Shapiro-Wilk,0.8633470579642026,0.09399737208961648,0.20082467812232724,True
AUC-PR,metoda16,Shapiro-Wilk,0.8923151625256303,0.19390864930358587,0.0001262216631547649,False
AUC-PR,metoda17,Shapiro-Wilk,0.8469034943032007,0.19315322348946332,0.017086591152386057,False
AUC-PR,metoda18,Shapiro-Wilk,0.8932013097917704,0.11750725205688678,0.008258648409487028,False
AUC-PR,metoda19,Shapiro-Wilk,0.8265635361794212,0.24302265094207662,0.0031204838332853867,False
AUC-PR,metoda20,Shapiro-Wilk,0.8863083674880122,0.1018134143576691,0.10607246313408741,True
AUC-PR,metoda2,Shapiro-Wilk,0.8633470579642026,0.09399737208961648,0.20082467812232724,True
AUC-PR,metoda3,Shapiro-Wilk,0.7988549635211606,0.21188316101241178,0.00817842759090113,False
AUC-PR,metoda4,Shapiro-Wilk,0.8054150564503801,0.0792119000357496,0.006459262385525598,False
AUC-PR,metoda5,Shapiro-Wilk,0.8981699452109386,0.1365079781988516,0.005724820337997845,False
AUC-PR,metoda6,Shapiro-Wilk,0.8633470579642026,0.09399737208961648,0.20082467812232724,True
AUC-PR,metoda7,Shapiro-Wilk,0.8110739503646138,0.22203339180509785,0.00899323645878681,False
AUC-PR,metoda8,Shapiro-Wilk,0.8633470579642026,0.09399737208961648,0.20082467812232724,True
AUC-PR,metoda9,Shapiro-Wilk,0.9207321895188332,0.10009439459571318,0.0038589718404100945,False
