metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,14.906964004214439,0.9234514318209235,False
Precision,Kruskal-Wallis,16.30588224120718,0.8767200405424305,False
Recall,Kruskal-Wallis,20.645343200763705,0.659548639708895,False
F1-Score,Kruskal-Wallis,12.952942505207503,0.9668896300566672,False
ROC-AUC,Kruskal-Wallis,20.416655178894644,0.6728521234648979,False
MCC,Kruskal-Wallis,14.642623221466183,0.9307812021663597,False
Cohen's Kappa,Kruskal-Wallis,15.45630596222476,0.9066944541938742,False
AUC-PR,Kruskal-Wallis,21.74582621203127,0.5944344163972275,False
