metric,test,stat,p_value,significant
Accuracy,Kruskal-Wallis,12.742397137745975,0.9701789817625186,False
Precision,Kruskal-Wallis,12.499746630181418,0.9736701175888898,False
Recall,Kruskal-Wallis,20.606060606060705,0.6618414369596142,False
F1-Score,Kruskal-Wallis,12.499746630181418,0.9736701175888898,False
ROC-AUC,Kruskal-Wallis,13.954980842911949,0.9476606304440306,False
MCC,Kruskal-Wallis,12.742397137745975,0.9701789817625186,False
Cohen's Kappa,Kruskal-Wallis,12.742397137745975,0.9701789817625186,False
