Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9913140311804008,0.9885165221467073,0.9931716505768778,0.9908386187455955,0.999221433744932,0.9825910424473008,0.28077051196776825,0.982581241904433,3.698922634124756
