Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9922048997772829,0.9849082888321338,0.9988226983753238,0.9918166939443536,0.9926603340293003,0.984463625901146,0.6672024827836422,0.9843753347831843,0.11599898338317871
