Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9972160356347439,0.99530736743313,0.9988226983753238,0.9970619344223763,0.999667952685658,0.9944223071624486,0.09152371711375823,0.994416727315847,0.4423069953918457
