Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9979955456570155,0.9979214780600462,0.9979214780600462,0.9979214780600462,0.99952688172043,0.9959859941890784,0.08076567630582064,0.9959859941890784,0.5939998626708984
