Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9969933184855234,0.9967043314500942,0.9969390157758418,0.9968216597998822,0.9997187211753256,0.9939690697742374,0.06011401627283139,0.9939690449779004,0.043998003005981445
