Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.6673719376391982,0.654639175257732,0.6279726866023075,0.6410287225093138,0.7412892241306189,0.3316400483296698,0.5977034691408037,0.33139129683954527,0.5339980125427246,,
