,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9379953105232007,0.7739059899518945,0.891132788679007,0.7586844224720167,0.9999999999999999,-0.20932945984441523,0.9999999999999999,-0.30540597684200166,,
Precision,0.9379953105232007,1.0,0.9454525046915472,0.9931673187118063,0.7913514840351086,0.937995310523201,-0.020479290614967217,0.937995310523201,-0.17308917946088745,,
Recall,0.7739059899518945,0.9454525046915472,1.0,0.9770084209183943,0.7327730428027123,0.7739059899518947,0.1593017226465276,0.7739059899518947,-0.02921817371714304,,
F1-Score,0.891132788679007,0.9931673187118063,0.9770084209183943,1.0,0.7804232202366632,0.8911327886790072,0.04366456084636232,0.8911327886790072,-0.1237490003387402,,
ROC-AUC,0.7586844224720167,0.7913514840351086,0.7327730428027123,0.7804232202366632,1.0,0.7586844224720168,-0.06034993452344923,0.7586844224720168,-0.04978823839072323,,
MCC,0.9999999999999999,0.937995310523201,0.7739059899518947,0.8911327886790072,0.7586844224720168,1.0,-0.20932945984441512,1.0,-0.30540597684200166,,
Log Loss,-0.20932945984441523,-0.020479290614967217,0.1593017226465276,0.04366456084636232,-0.06034993452344923,-0.20932945984441512,1.0,-0.20932945984441512,0.2508800702286645,,
Cohen's Kappa,0.9999999999999999,0.937995310523201,0.7739059899518947,0.8911327886790072,0.7586844224720168,1.0,-0.20932945984441512,1.0,-0.30540597684200166,,
Execution Time (s),-0.30540597684200166,-0.17308917946088745,-0.02921817371714304,-0.1237490003387402,-0.04978823839072323,-0.30540597684200166,0.2508800702286645,-0.30540597684200166,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
