Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.7187753320446467,0.7478251530447857,0.7630684931506849,0.7553699284009546,0.8083542855783866,0.424875013350225,1.0562402597728926,0.42475543014845607,16.41599988937378,0.7198980254384308,0.0036489494558181144
