,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
Precision,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
Recall,,,,,,,,,,,
F1-Score,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
ROC-AUC,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
MCC,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
Log Loss,-0.34099716973523675,-0.34099716973523675,,-0.34099716973523675,-0.34099716973523675,-0.34099716973523675,1.0,-0.34099716973523675,0.26976744186046514,,
Cohen's Kappa,1.0,1.0,,1.0,1.0,1.0,-0.34099716973523675,1.0,-0.25574787730142756,,
Execution Time (s),-0.25574787730142756,-0.25574787730142756,,-0.25574787730142756,-0.25574787730142756,-0.25574787730142756,0.26976744186046514,-0.25574787730142756,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
