,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.981644927695716,0.37429032583639765,0.8972424011117436,0.9858674995403258,0.9980004630201657,0.341823605848922,0.9990806999996261,0.27190279074813745,0.6745905916132134,0.2789753571021983
Precision,0.981644927695716,1.0,0.19534390684344138,0.7991662932160198,0.9629165756701253,0.968881273836679,0.34356714157094137,0.9728709868533759,0.2988093246310632,0.6536651824632138,0.2433513859027208
Recall,0.37429032583639765,0.19534390684344138,1.0,0.7444832400176612,0.3966983440397836,0.43024250423936317,0.0903569971622102,0.41365698868942025,0.001676308789863106,0.5969113403474561,0.3163510310798163
F1-Score,0.8972424011117436,0.7991662932160198,0.7444832400176612,1.0,0.8980380303626015,0.9221675132380296,0.29214929221473634,0.915322902577612,0.2012346548763341,0.6862138883107163,0.2926232113961657
ROC-AUC,0.9858674995403258,0.9629165756701253,0.3966983440397836,0.8980380303626015,1.0,0.9858167657448605,0.4398833534096011,0.9862782265963608,0.21799118224009933,0.6934771239631664,0.22079480815133623
MCC,0.9980004630201657,0.968881273836679,0.43024250423936317,0.9221675132380296,0.9858167657448605,1.0,0.3375615087645456,0.9997125210875437,0.2667114314928394,0.6751046187245845,0.2800529288058736
Log Loss,0.341823605848922,0.34356714157094137,0.0903569971622102,0.29214929221473634,0.4398833534096011,0.3375615087645456,1.0,0.3399326317137766,-0.2805779132626079,0.6514535535772406,-0.22329458999194937
Cohen's Kappa,0.9990806999996261,0.9728709868533759,0.41365698868942025,0.915322902577612,0.9862782265963608,0.9997125210875437,0.3399326317137766,1.0,0.26764033629075984,0.6763785244824859,0.280473339921276
Execution Time (s),0.27190279074813745,0.2988093246310632,0.001676308789863106,0.2012346548763341,0.21799118224009933,0.2667114314928394,-0.2805779132626079,0.26764033629075984,1.0,0.037399831339700464,-0.14259913870085564
CV Accuracy (Mean),0.6745905916132134,0.6536651824632138,0.5969113403474561,0.6862138883107163,0.6934771239631664,0.6751046187245845,0.6514535535772406,0.6763785244824859,0.037399831339700464,1.0,-0.03032603200032691
CV Accuracy (Std Dev),0.2789753571021983,0.2433513859027208,0.3163510310798163,0.2926232113961657,0.22079480815133623,0.2800529288058736,-0.22329458999194937,0.280473339921276,-0.14259913870085564,-0.03032603200032691,1.0
