Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.6493689680772086,0.6080939947780679,0.7302084966295658,0.6635800270674549,0.7037503894514969,0.3093575545679063,0.6388103704368971,0.30379217118146884,103.2009117603302,0.6484780994803268,0.017455651441640217
