Metoda,BERT,RoBERTa,SBERT
metoda10,0.6,0.7,0.8
metoda11,0.4,0.1,0.3
metoda12-rf,0.8,0.4,0.7
metoda15,0.7,0.7,1.0
metoda16,0.4,0.9,1.0
metoda18,0.9,0.6,0.9
metoda19,0.8,1.0,0.9
metoda2,0.7,0.7,1.0
metoda20,0.7,0.7,1.0
metoda3,0.7,0.7,0.5
metoda4,0.7,0.7,
metoda5,0.5,0.8,1.0
metoda6,0.7,0.7,1.0
metoda7,0.6,0.7,0.5
metoda8,0.7,0.7,1.0
metoda9,0.7,0.8,0.6
