Metoda,BERT,RoBERTa,SBERT
metoda1-1,327.0479955673218,211.607164144516,243.2979278564453
metoda1-2,327.17999625205994,211.6654736995697,243.3579273223877
metoda1-3,327.3199958801269,211.72247505187988,243.4159278869629
metoda1-4,327.43899369239807,211.78047370910645,243.47292709350583
metoda1-5,327.5929980278015,211.83747339248657,243.5309317111969
metoda10,1.4269990921020508,1.809995412826538,44.64891338348389
metoda11,26.932999849319454,13.416999578475952,432.4990713596344
metoda12-catboost,14.87899684906006,6.971415042877197,94.83673858642578
metoda12-rf,14.840999841690063,6.951415538787842,94.7720022201538
metoda13,84.667001247406,44.32896399497986,3324.3892874717712
metoda14,1203.618000984192,573.769323348999,2776.686965942383
metoda15,484.17400074005127,140.09900736808777,548.5144958496094
metoda16,1120.5240030288696,1089.0220143795011,1830.2964119911196
metoda17,259.1469986438751,270.75301480293274,207.50684452056885
metoda18,16.283998727798462,12.331016063690186,539.6614763736725
metoda19,60.08200240135193,25.75799679756165,106.65897154808044
metoda2,484.17400074005127,140.09900736808777,548.5144958496094
metoda20,484.17400074005127,140.09900736808777,548.5144958496094
metoda3,484.17400074005127,140.09900736808777,1378.5437898635864
metoda4,484.17400074005127,140.09900736808777,2361.724366426468
metoda5,17.803005695343018,6.984973669052124,103.80901551246644
metoda6,484.17400074005127,140.09900736808777,548.5144958496094
metoda7,3.088001012802124,1.4698352813720703,8.281822204589844
metoda8,484.17400074005127,140.09900736808777,548.5144958496094
metoda9,722.0499653816223,376.5101571083069,4997.61262512207
