Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.6212265029968334,0.7172885498459489,0.3002711268155315
metoda1-2,0.624921463994867,2.076490006317839,0.4649708584463206
metoda1-3,0.6571474003991159,0.6274130962532418,0.3863818703714275
metoda1-4,0.6233524719640942,0.6314810101392974,0.4520079298290155
metoda1-5,0.6272589814002107,0.6774226161804086,0.2956716646871918
metoda10,0.5592687780255909,0.5531762779295336,0.1336965304418546
metoda11,0.5774747789940775,0.6409074442564737,0.2745769291923415
metoda12-catboost,0.688944533927836,0.691266180689707,0.5928083659566643
metoda12-rf,0.1588023467549153,0.5861892018766336,0.1832285686973443
metoda13,0.5089217653313579,0.5298901403433719,0.0138468219657405
metoda14,0.3952247577028054,0.4553661728079529,0.0188161892269976
metoda15,0.6226613444487314,0.5783717049265975,0.5178812330997037
metoda16,0.7346131491973718,0.3664187548119971,0.0094005790337538
metoda17,0.7146286063914657,7.896923696307033,0.0335257107285753
metoda18,0.4599754610851466,0.5954786228490306,0.5219986864315328
metoda19,1.070771127870542,0.0365375506059391,0.258596166707922
metoda2,0.6226613444487314,0.5783717049265975,0.5178812330997037
metoda20,0.6226613444487314,0.5783717049265975,0.5178812330997037
metoda3,0.6226613444487314,0.5783717049265975,0.4162153643279344
metoda4,0.6226613444487314,0.5783717049265975,7.97119263604402
metoda5,0.9108047483427976,1.3582523866866425,0.0015009618187638
metoda6,0.6226613444487314,0.5783717049265975,0.5178812330997037
metoda7,0.6656769838022257,0.5415147011902334,0.3664691345665847
metoda8,0.6226613444487314,0.5783717049265975,0.5178812330997037
metoda9,0.420242122142886,0.5342040915751325,0.2506409012317784
