,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9255525397440869,0.6696393951143854,1.0,0.9897267098124329,1.0,-0.9176197109776846,1.0,-0.24035666278249448,0.8874923186110918,-0.7906978306039331
Precision,0.9255525397440869,1.0,0.47576580069794494,0.9255525397440869,0.8796278513765806,0.9255525397440869,-0.7920139710719939,0.9255525397440869,-0.18608257763806024,0.8372094676982821,-0.8434948240623833
Recall,0.6696393951143854,0.47576580069794494,1.0,0.6696393951143854,0.7059507789143911,0.6696393951143854,-0.6509013496964648,0.6696393951143854,-0.18530723356456832,0.8799498909741704,-0.8334382538798214
F1-Score,1.0,0.9255525397440869,0.6696393951143854,1.0,0.9897267098124329,1.0,-0.9176197109776846,1.0,-0.24035666278249448,0.8874923186110918,-0.7906978306039331
ROC-AUC,0.9897267098124329,0.8796278513765806,0.7059507789143911,0.9897267098124329,1.0,0.9897267098124329,-0.9124031007751938,0.9897267098124329,-0.28294573643410853,0.8944723618090452,-0.7839195979899497
MCC,1.0,0.9255525397440869,0.6696393951143854,1.0,0.9897267098124329,1.0,-0.9176197109776846,1.0,-0.24035666278249448,0.8874923186110918,-0.7906978306039331
Log Loss,-0.9176197109776846,-0.7920139710719939,-0.6509013496964648,-0.9176197109776846,-0.9124031007751938,-0.9176197109776846,1.0,-0.9176197109776846,0.23488372093023255,-0.821608040201005,0.6984924623115578
Cohen's Kappa,1.0,0.9255525397440869,0.6696393951143854,1.0,0.9897267098124329,1.0,-0.9176197109776846,1.0,-0.24035666278249448,0.8874923186110918,-0.7906978306039331
Execution Time (s),-0.24035666278249448,-0.18608257763806024,-0.18530723356456832,-0.24035666278249448,-0.28294573643410853,-0.24035666278249448,0.23488372093023255,-0.24035666278249448,1.0,0.10050251256281408,-0.18090452261306533
CV Accuracy (Mean),0.8874923186110918,0.8372094676982821,0.8799498909741704,0.8874923186110918,0.8944723618090452,0.8874923186110918,-0.821608040201005,0.8874923186110918,0.10050251256281408,1.0,-0.7889447236180904
CV Accuracy (Std Dev),-0.7906978306039331,-0.8434948240623833,-0.8334382538798214,-0.7906978306039331,-0.7839195979899497,-0.7906978306039331,0.6984924623115578,-0.7906978306039331,-0.18090452261306533,-0.7889447236180904,1.0
