Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.6759849024809699,0.8199766270927823,0.998365060613
metoda1-2,0.6771800887426235,0.8230816637398711,0.9933087080869551
metoda1-3,0.6761710370268699,0.8207075092740176,0.9984680403029672
metoda1-4,0.6752792428614801,0.8187097779116127,0.9971156732053464
metoda1-5,0.6763818468994482,0.8226002212521126,0.9968745415351664
metoda10,0.6806652050183845,0.8236659366716694,0.9967276337938747
metoda11,0.6902272423466813,0.8298822782948015,0.9946103813178724
metoda12-catboost,0.673722184974308,0.8138415250028469,0.959628578625068
metoda12-rf,0.7406459990574623,0.8368594259076304,0.9770687612304452
metoda13,0.7129040914328311,0.830520677749636,0.9938834541537156
metoda14,0.7413094967024361,0.843146186734216,0.9951985595181068
metoda15,0.6407038368292285,0.8230882056863594,0.9687358636123056
metoda16,0.7413828759501181,0.8432196157305407,0.9952192052047428
metoda17,0.6696863263517913,0.8174307403130313,0.9957309694901028
metoda18,0.675002391665988,0.822070348460884,0.9921565295267396
metoda19,0.7611808457179677,0.8513584438943018,0.9793150865594042
metoda2,0.6407038368292285,0.8230882056863594,0.9687358636123056
metoda20,0.6407038368292285,0.8230882056863594,0.9687358636123056
metoda3,0.6407038368292285,0.8230882056863594,0.931131884596482
metoda4,0.6407038368292285,0.8230882056863594,0.5
metoda5,0.7387122941979501,0.8300571945218188,0.9932565715096192
metoda6,0.6407038368292285,0.8230882056863594,0.9687358636123056
metoda7,0.6832261158881692,0.8276314507136966,0.9642206768193364
metoda8,0.6407038368292285,0.8230882056863594,0.9687358636123056
metoda9,0.681461979276606,0.8212880013089863,0.9916449642359496
