,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9340497736158586,0.5669467095138409,0.9340497736158586,0.48733971724044817,1.0,-0.4618802153517006,1.0,-0.5581052602166382,,
Precision,0.9340497736158586,1.0,0.823754471047914,1.0,0.44188962412495847,0.9340497736158586,-0.40303627436407763,0.9340497736158586,-0.4503410014021149,,
Recall,0.5669467095138409,0.823754471047914,1.0,0.823754471047914,0.24559613253766907,0.5669467095138409,-0.19639610121239315,0.5669467095138409,-0.15275252316519466,,
F1-Score,0.9340497736158586,1.0,0.823754471047914,1.0,0.44188962412495847,0.9340497736158586,-0.40303627436407763,0.9340497736158586,-0.4503410014021149,,
ROC-AUC,0.48733971724044817,0.44188962412495847,0.24559613253766907,0.44188962412495847,1.0,0.48733971724044817,-0.7108186533109108,0.48733971724044817,-0.5923488777590924,,
MCC,1.0,0.9340497736158586,0.5669467095138409,0.9340497736158586,0.48733971724044817,1.0,-0.4618802153517006,1.0,-0.5581052602166382,,
Log Loss,-0.4618802153517006,-0.40303627436407763,-0.19639610121239315,-0.40303627436407763,-0.7108186533109108,-0.4618802153517006,1.0,-0.4618802153517006,0.7912280701754386,,
Cohen's Kappa,1.0,0.9340497736158586,0.5669467095138409,0.9340497736158586,0.48733971724044817,1.0,-0.4618802153517006,1.0,-0.5581052602166382,,
Execution Time (s),-0.5581052602166382,-0.4503410014021149,-0.15275252316519466,-0.4503410014021149,-0.5923488777590924,-0.5581052602166382,0.7912280701754386,-0.5581052602166382,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
