,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9496322676678387,0.7921222164310686,0.958523798219968,0.8558625561588717,0.998770170199329,-0.4431985113118912,1.0,-0.38325851396630883,0.5458791161216614,0.09252212306812992
Precision,0.9496322676678387,1.0,0.600422830156524,0.8596134009452543,0.7624057095582216,0.9533361227175634,-0.240788941812899,0.9496322676678389,-0.4900677537544485,0.5536005052220899,0.1435782861597786
Recall,0.7921222164310686,0.600422830156524,1.0,0.9208080159823273,0.7446964843992033,0.789260052568601,-0.517935671920784,0.7921222164310687,-0.1806453432018111,0.5949292118516454,-0.006955388556358678
F1-Score,0.958523798219968,0.8596134009452543,0.9208080159823273,1.0,0.8194089058483732,0.9554049046270867,-0.4554113729822151,0.958523798219968,-0.36397799051548213,0.6101068959914506,0.07993230788725054
ROC-AUC,0.8558625561588717,0.7624057095582216,0.7446964843992033,0.8194089058483732,1.0,0.8664824808204482,-0.3887074500514559,0.8558625561588722,-0.2393497403913503,0.301770753852779,0.2563638770838488
MCC,0.998770170199329,0.9533361227175634,0.789260052568601,0.9554049046270867,0.8664824808204482,1.0,-0.4245069065255772,0.998770170199329,-0.3750072276437933,0.5507020309103149,0.09586388365829868
Log Loss,-0.4431985113118912,-0.240788941812899,-0.517935671920784,-0.4554113729822151,-0.3887074500514559,-0.4245069065255772,1.0,-0.4431985113118912,-0.1384570546078097,-0.27624925725979355,0.1357185055491697
Cohen's Kappa,1.0,0.9496322676678389,0.7921222164310687,0.958523798219968,0.8558625561588722,0.998770170199329,-0.4431985113118912,1.0,-0.38325851396630883,0.5458791161216614,0.09252212306812993
Execution Time (s),-0.38325851396630883,-0.4900677537544485,-0.1806453432018111,-0.36397799051548213,-0.2393497403913503,-0.3750072276437933,-0.1384570546078097,-0.38325851396630883,1.0,-0.20294702053351205,-0.2434295779077315
CV Accuracy (Mean),0.5458791161216614,0.5536005052220899,0.5949292118516454,0.6101068959914506,0.301770753852779,0.5507020309103149,-0.27624925725979355,0.5458791161216614,-0.20294702053351205,1.0,-0.4259963348245313
CV Accuracy (Std Dev),0.09252212306812992,0.1435782861597786,-0.006955388556358678,0.07993230788725054,0.2563638770838488,0.09586388365829868,0.1357185055491697,0.09252212306812993,-0.2434295779077315,-0.4259963348245313,1.0
