,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,,,,,,,,,,,
Precision,,1.0,1.0,1.0000000000000002,0.07693218186208299,,-0.44011001657178167,,0.16908302477072792,,
Recall,,1.0,1.0,1.0000000000000002,0.07693218186208299,,-0.44011001657178167,,0.16908302477072792,,
F1-Score,,1.0000000000000002,1.0000000000000002,1.0,0.07693218186208299,,-0.44011001657178167,,0.16908302477072787,,
ROC-AUC,,0.07693218186208299,0.07693218186208299,0.07693218186208299,1.0,,-0.6875331773271525,,0.3991192050895233,,
MCC,,,,,,,,,,,
Log Loss,,-0.44011001657178167,-0.44011001657178167,-0.44011001657178167,-0.6875331773271525,,1.0,,-0.32023198985009094,,
Cohen's Kappa,,,,,,,,,,,
Execution Time (s),,0.16908302477072792,0.16908302477072792,0.16908302477072787,0.3991192050895233,,-0.32023198985009094,,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
