,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9074707177588797,0.375,0.9576847245710615,0.8541053970144928,0.9978495168851448,-0.6851889026093267,1.0000000000000002,0.13265278163125038,0.36534688563878054,-0.2966859646203634
Precision,0.9074707177588797,1.0,0.07202351975434124,0.8300953001507956,0.8034743197902982,0.8964853329521824,-0.6096449048636643,0.9074707177588794,0.022664076953394997,0.2909082493237761,-0.30628665813526756
Recall,0.375,0.07202351975434124,1.0,0.599041874527485,0.14627639600538478,0.393051165770441,0.18067376156475132,0.375,0.30311851877047175,0.29603597489868266,-0.19870345395226444
F1-Score,0.9576847245710615,0.8300953001507956,0.599041874527485,1.0,0.7566233243395042,0.9576287559191056,-0.4746487609937889,0.9576847245710615,0.19813986242929277,0.34970285623881125,-0.2931136489688809
ROC-AUC,0.8541053970144928,0.8034743197902982,0.14627639600538478,0.7566233243395042,1.0,0.8601749097994579,-0.8061123939223809,0.8541053970144925,0.14479915757809658,0.022462959594435502,-0.29919105284236464
MCC,0.9978495168851448,0.8964853329521824,0.393051165770441,0.9576287559191056,0.8601749097994579,1.0,-0.6903991327943568,0.9978495168851448,0.12072717848669494,0.36324443748865787,-0.3035599774658901
Log Loss,-0.6851889026093267,-0.6096449048636643,0.18067376156475132,-0.4746487609937889,-0.8061123939223809,-0.6903991327943568,1.0,-0.6851889026093266,0.0231194399340222,-0.20832374735545942,0.5051177878829082
Cohen's Kappa,1.0000000000000002,0.9074707177588794,0.375,0.9576847245710615,0.8541053970144925,0.9978495168851448,-0.6851889026093266,1.0,0.1326527816312506,0.3653468856387802,-0.2966859646203635
Execution Time (s),0.13265278163125038,0.022664076953394997,0.30311851877047175,0.19813986242929277,0.14479915757809658,0.12072717848669494,0.0231194399340222,0.1326527816312506,1.0,0.14723879839427637,-0.5033273005895695
CV Accuracy (Mean),0.36534688563878054,0.2909082493237761,0.29603597489868266,0.34970285623881125,0.022462959594435502,0.36324443748865787,-0.20832374735545942,0.3653468856387802,0.14723879839427637,1.0,-0.43194752330202113
CV Accuracy (Std Dev),-0.2966859646203634,-0.30628665813526756,-0.19870345395226444,-0.2931136489688809,-0.29919105284236464,-0.3035599774658901,0.5051177878829082,-0.2966859646203635,-0.5033273005895695,-0.43194752330202113,1.0
