Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev),run,dataset,method
0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.6925262433870839,0.0,14.235925912857056,,,run1-1_BuzzFeed_results.csv,BuzzFeed,run1-1
0.5,0.0,0.0,0.0,1.0,0.0,0.6330164134466663,0.0,189.60230612754825,,,run1-1_ISOT_results.csv,ISOT,run1-1
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.7499505277829723,0.0,181.4545021057129,,,run1-1_WELFake_results.csv,WELFake,run1-1
0.5,0.5,1.0,0.6666666666666666,1.0,0.0,0.6919928418642298,0.0,14.28792929649353,,,run1-2_BuzzFeed_results.csv,BuzzFeed,run1-2
1.0,1.0,1.0,1.0,1.0,1.0,0.6169186746122833,1.0,189.65830612182617,,,run1-2_ISOT_results.csv,ISOT,run1-2
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.7404871384490462,0.0,181.5027811527252,,,run1-2_WELFake_results.csv,WELFake,run1-2
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.6935036024925367,0.0,14.339896202087402,,,run1-3_BuzzFeed_results.csv,BuzzFeed,run1-3
1.0,1.0,1.0,1.0,1.0,1.0,0.6057040875422369,1.0,189.7103061676025,,,run1-3_ISOT_results.csv,ISOT,run1-3
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.7818106780090612,0.0,181.5547811985016,,,run1-3_WELFake_results.csv,WELFake,run1-3
0.5,0.0,0.0,0.0,0.0,0.0,0.693719365522151,0.0,14.393057823181152,,,run1-4_BuzzFeed_results.csv,BuzzFeed,run1-4
0.5,0.0,0.0,0.0,1.0,0.0,0.7882121112593967,0.0,189.7633092403412,,,run1-4_ISOT_results.csv,ISOT,run1-4
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.7799176997706786,0.0,181.60478043556213,,,run1-4_WELFake_results.csv,WELFake,run1-4
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.695482675723779,0.0,14.444057703018188,,,run1-5_BuzzFeed_results.csv,BuzzFeed,run1-5
1.0,1.0,1.0,1.0,1.0,1.0,0.6139242313232214,1.0,189.81630635261536,,,run1-5_ISOT_results.csv,ISOT,run1-5
0.5,0.0,0.0,0.0,0.0,0.0,0.7238221226121414,0.0,181.6548376083374,,,run1-5_WELFake_results.csv,WELFake,run1-5
1.0,1.0,1.0,1.0,1.0,1.0,0.5388225629919802,1.0,0.0640006065368652,,,run10_BuzzFeed_results.csv,BuzzFeed,run10
1.0,1.0,1.0,1.0,1.0,1.0,0.6421847786054273,1.0,0.4323337078094482,,,run10_ISOT_results.csv,ISOT,run10
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.725106604928555,0.0,1.333873987197876,,,run10_WELFake_results.csv,WELFake,run10
1.0,1.0,1.0,1.0,1.0,1.0,0.594339868648737,1.0,0.333035945892334,,,run11_BuzzFeed_results.csv,BuzzFeed,run11
1.0,1.0,1.0,1.0,1.0,1.0,0.6481541487947651,1.0,12.499035120010376,,,run11_ISOT_results.csv,ISOT,run11
0.5,0.5,1.0,0.6666666666666666,0.0,0.0,0.7087696216895119,0.0,22.47002673149109,,,run11_WELFake_results.csv,WELFake,run11
1.0,1.0,1.0,1.0,1.0,1.0,0.6923769857308892,1.0,0.2046995162963867,,,run12-catboost_BuzzFeed_results.csv,BuzzFeed,run12-catboost
