Metoda,BERT,RoBERTa,SBERT
metoda1-1,0.6415976970133141,0.7056252156907857,0.9530434782608695
metoda1-2,0.6313149847094801,0.7331310978109371,0.9549844491733508
metoda1-3,0.6766204647370566,0.743103448275862,0.9455025872509084
metoda1-4,0.6014583196479012,0.7430868026735398,0.9438936820106104
metoda1-5,0.6803929765886287,0.7385302476654486,0.9450311399945844
metoda10,0.6714182304137202,0.7345951629863302,0.9470977624596532
metoda11,0.6824579831932773,0.7303040209218699,0.9209673936514792
metoda12-catboost,0.6227046128604783,0.7066590126291619,0.8740202203794161
metoda12-rf,0.7363024671579622,0.7567827387310404,0.8871451893201328
metoda13,0.7045441422714938,0.7305505004549591,0.9460306981350056
metoda14,0.7331712169780038,0.7638911171720413,0.927692475225961
metoda15,0.629862136878385,0.690761615077235,0.8511850378889665
metoda16,0.7363024671579622,0.7638851766718341,0.9277003484320556
metoda17,0.6565384818272934,0.7253000556394563,0.9321961620469084
metoda18,0.6627482309974891,0.7188104582389033,0.9325941376660446
metoda19,0.7325657180099935,0.7553699284009546,0.8907724292339677
metoda2,0.629862136878385,0.690761615077235,0.8511850378889665
metoda20,0.629862136878385,0.690761615077235,0.8511850378889665
metoda3,0.629862136878385,0.690761615077235,0.8171617867065613
metoda4,0.629862136878385,0.690761615077235,0.7253000556394563
metoda5,0.732409381663113,0.7513058309348684,0.9424123666448944
metoda6,0.629862136878385,0.690761615077235,0.8511850378889665
metoda7,0.6483602134420529,0.7154415954415955,0.8599528736809753
metoda8,0.629862136878385,0.690761615077235,0.8511850378889665
metoda9,0.6896921591762308,0.7308870144522646,0.9221898852341992
