metric,method,test,mean,std,p_value,normal_distribution
AUC-PR,metoda1-4,Shapiro-Wilk,0.6516397729935535,0.26909521618425547,0.11937774587476524,True
AUC-PR,metoda1-5,Shapiro-Wilk,0.5819679356606602,0.26338682679055136,0.4750462749482828,True
AUC-PR,metoda10,Shapiro-Wilk,0.6785040610073049,0.22945803563585315,0.6786047095338202,True
AUC-PR,metoda11,Shapiro-Wilk,0.726591113516603,0.23969282142295134,0.13888457623482797,True
AUC-PR,metoda12-catboost,Shapiro-Wilk,0.6762424582794266,0.2481141423759505,0.5974496850525581,True
AUC-PR,metoda12-rf,Shapiro-Wilk,0.623433907520845,0.2416311905582836,0.5346395413430707,True
AUC-PR,metoda13,Shapiro-Wilk,0.6742990776375767,0.23822358329301566,0.6888010351494531,True
AUC-PR,metoda14,Shapiro-Wilk,0.6324337857008788,0.24946558625575752,0.6044277216099933,True
AUC-PR,metoda15,Shapiro-Wilk,0.6670620507842343,0.2308083111199848,0.5561551776534852,True
AUC-PR,metoda16,Shapiro-Wilk,0.6137689925337406,0.2382120098656211,0.8476475210982346,True
AUC-PR,metoda17,Shapiro-Wilk,0.7040522505844946,0.27950254065226476,0.06567644332536107,True
AUC-PR,metoda18,Shapiro-Wilk,0.5513378814419129,0.2234293953887389,0.6850280786310828,True
AUC-PR,metoda19,Shapiro-Wilk,0.5640447600774317,0.2585316743006606,0.43835639420409345,True
AUC-PR,metoda20,Shapiro-Wilk,0.6670620507842343,0.2308083111199848,0.5561551776534852,True
AUC-PR,metoda2,Shapiro-Wilk,0.6670620507842343,0.2308083111199848,0.5561551776534852,True
AUC-PR,metoda3,Shapiro-Wilk,0.67823221235353,0.24541350363488013,0.11354709504490695,True
AUC-PR,metoda4,Shapiro-Wilk,0.6445261069553181,0.2008933261232589,0.7563451751749435,True
AUC-PR,metoda5,Shapiro-Wilk,0.6462682880794721,0.27265929779185155,0.2174003404318537,True
AUC-PR,metoda6,Shapiro-Wilk,0.6670620507842343,0.2308083111199848,0.5561551776534852,True
AUC-PR,metoda7,Shapiro-Wilk,0.6566411904742865,0.22500300678012486,0.4584536912732477,True
AUC-PR,metoda8,Shapiro-Wilk,0.6670620507842343,0.2308083111199848,0.5561551776534852,True
AUC-PR,metoda9,Shapiro-Wilk,0.6391333107857136,0.23649070436223818,0.5864874024602941,True
