,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,1.0,,1.0,0.4082482904638631,1.0,-0.4454768371117636,1.0,0.09744805811819829,,
Precision,1.0,1.0,,1.0,0.4082482904638631,1.0,-0.4454768371117636,1.0,0.09744805811819829,,
Recall,,,,,,,,,,,
F1-Score,1.0,1.0,,1.0,0.4082482904638631,1.0,-0.4454768371117636,1.0,0.09744805811819829,,
ROC-AUC,0.4082482904638631,0.4082482904638631,,0.4082482904638631,1.0,0.4082482904638631,-0.34099716973523675,0.4082482904638631,-0.19891501567888809,,
MCC,1.0,1.0,,1.0,0.4082482904638631,1.0,-0.4454768371117636,1.0,0.09744805811819829,,
Log Loss,-0.4454768371117636,-0.4454768371117636,,-0.4454768371117636,-0.34099716973523675,-0.4454768371117636,1.0,-0.4454768371117636,0.12015503875968993,,
Cohen's Kappa,1.0,1.0,,1.0,0.4082482904638631,1.0,-0.4454768371117636,1.0,0.09744805811819829,,
Execution Time (s),0.09744805811819829,0.09744805811819829,,0.09744805811819829,-0.19891501567888809,0.09744805811819829,0.12015503875968993,0.09744805811819829,1.0,,
CV Accuracy (Mean),,,,,,,,,,,
CV Accuracy (Std Dev),,,,,,,,,,,
