method,metoda,AUC-PR
metoda1-1,run1-1_BuzzFeed_pr_curve.csv,0.6588888888888889
metoda1-2,run1-2_BuzzFeed_pr_curve.csv,0.5099206349206349
metoda1-3,run1-3_BuzzFeed_pr_curve.csv,0.6144444444444443
metoda1-4,run1-4_BuzzFeed_pr_curve.csv,0.6588888888888889
metoda1-5,run1-5_BuzzFeed_pr_curve.csv,0.5534126984126984
metoda10,run10_BuzzFeed_pr_curve.csv,0.7026984126984126
metoda11,run11_BuzzFeed_pr_curve.csv,0.43603174603174605
metoda12-catboost,run12-catboost_BuzzFeed_pr_curve.csv,0.6039682539682539
metoda12-rf,run12-rf_BuzzFeed_pr_curve.csv,0.41638888888888886
metoda13,run13_BuzzFeed_pr_curve.csv,0.6334523809523809
metoda14,run14_BuzzFeed_pr_curve.csv,0.5829761904761905
metoda15,run15_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda16,run16_BuzzFeed_pr_curve.csv,0.6030555555555555
metoda17,run17_BuzzFeed_pr_curve.csv,0.9183333333333332
metoda18,run18_BuzzFeed_pr_curve.csv,0.5829761904761905
metoda19,run19_BuzzFeed_pr_curve.csv,0.4217460317460317
metoda20,run20_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda2,run2_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda3,run3_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda4,run4_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda5,run5_BuzzFeed_pr_curve.csv,0.3756349206349206
metoda6,run6_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda7,run7_BuzzFeed_pr_curve.csv,0.6144444444444443
metoda8,run8_BuzzFeed_pr_curve.csv,0.4151190476190476
metoda9,run9_BuzzFeed_pr_curve.csv,0.6634920634920635
