Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev),metoda,dataset,method
0.5,0.5,1.0,0.6666666666666666,0.64,0.0,0.6942482341556395,0.0,59.37599325180054,,,run1-1_BuzzFeed_results.csv,BuzzFeed,metoda1-1
0.6,0.6666666666666666,0.4,0.5,0.72,0.2182178902359924,0.7172885498459489,0.1999999999999999,211.607164144516,,,run1-1_ISOT_results.csv,ISOT,metoda1-1
0.2,0.2857142857142857,0.4,0.3333333333333333,0.28,-0.6546536707079772,0.845185309257675,-0.6000000000000001,275.11200499534607,,,run1-1_WELFake_results.csv,WELFake,metoda1-1
0.5,0.0,0.0,0.0,0.56,0.0,0.6935231217942066,0.0,59.701990842819214,,,run1-2_BuzzFeed_results.csv,BuzzFeed,metoda1-2
0.5,0.0,0.0,0.0,0.72,0.0,2.076490006317839,0.0,211.6654736995697,,,run1-2_ISOT_results.csv,ISOT,metoda1-2
0.4,0.4444444444444444,0.8,0.5714285714285714,0.28,-0.3333333333333333,0.8183538300952231,-0.1999999999999999,275.20700097084045,,,run1-2_WELFake_results.csv,WELFake,metoda1-2
0.4,0.4444444444444444,0.8,0.5714285714285714,0.56,-0.3333333333333333,0.6930171545125862,-0.1999999999999999,59.99799132347107,,,run1-3_BuzzFeed_results.csv,BuzzFeed,metoda1-3
0.6,0.6,0.6,0.6,0.72,0.2,0.6274130962532418,0.1999999999999999,211.72247505187988,,,run1-3_ISOT_results.csv,ISOT,metoda1-3
0.5,0.5,1.0,0.6666666666666666,0.28,0.0,0.8886740181261651,0.0,275.2870035171509,,,run1-3_WELFake_results.csv,WELFake,metoda1-3
0.5,0.5,1.0,0.6666666666666666,0.64,0.0,0.693550790669424,0.0,60.25599789619446,,,run1-4_BuzzFeed_results.csv,BuzzFeed,metoda1-4
0.6,0.6,0.6,0.6,0.72,0.2,0.6314810101392974,0.1999999999999999,211.78047370910645,,,run1-4_ISOT_results.csv,ISOT,metoda1-4
0.5,0.5,1.0,0.6666666666666666,0.32,0.0,0.9028821034194564,0.0,275.36300706863403,,,run1-4_WELFake_results.csv,WELFake,metoda1-4
0.5,0.0,0.0,0.0,0.44,0.0,0.6932359545865117,0.0,60.41999506950378,,,run1-5_BuzzFeed_results.csv,BuzzFeed,metoda1-5
0.7,0.75,0.6,0.6666666666666666,0.72,0.408248290463863,0.6774226161804086,0.4,211.83747339248657,,,run1-5_ISOT_results.csv,ISOT,metoda1-5
0.4,0.0,0.0,0.0,0.28,-0.3333333333333333,0.8076063045052104,-0.1999999999999999,275.4580082893372,,,run1-5_WELFake_results.csv,WELFake,metoda1-5
0.6,0.6666666666666666,0.4,0.5,0.6,0.2182178902359924,0.6478419110989441,0.1999999999999999,13.75901484489441,0.5,0.0,run10_BuzzFeed_results.csv,BuzzFeed,metoda10
0.9,0.8333333333333334,1.0,0.9090909090909092,0.8400000000000001,0.816496580927726,0.5531762779295336,0.8,1.809995412826538,0.7,0.2449489742783178,run10_ISOT_results.csv,ISOT,metoda10
0.7,0.6666666666666666,0.8,0.7272727272727273,0.76,0.408248290463863,0.6171600040985539,0.4,4.378997564315796,0.6,0.2,run10_WELFake_results.csv,WELFake,metoda10
0.4,0.4,0.4,0.4,0.48,-0.2,0.7015910328165584,-0.1999999999999999,4.848987340927124,0.0,0.0,run11_BuzzFeed_results.csv,BuzzFeed,metoda11
0.6,0.6666666666666666,0.4,0.5,0.6799999999999999,0.2182178902359924,0.6409074442564737,0.1999999999999999,13.416999578475952,0.1,0.2,run11_ISOT_results.csv,ISOT,metoda11
