Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.3,0.25,0.2,0.2222222222222222,0.32,-0.408248290463863,1.3419294331960565,-0.3999999999999999,9.207004308700562,0.7,0.2449489742783178
