,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9593974763987677,0.12934411007326216,0.8729155843587627,0.7334325185430334,0.9803074953887276,-0.7832102115723841,1.0,-0.0040061903405237045,0.8897818568048091,0.5151891518776389
Precision,0.9593974763987677,1.0,-0.07757483623665262,0.7261433583997555,0.6218843661881941,0.9063909183615122,-0.7645712716915187,0.9593974763987677,-0.01252753747779242,0.8375046879027201,0.6475882269035879
Recall,0.12934411007326216,-0.07757483623665262,1.0,0.5361180524944529,0.42076001254729545,0.2044108765636096,-0.0913458917999223,0.12934411007326216,0.28632636039527215,0.3219462021669522,-0.16226317843269178
F1-Score,0.8729155843587627,0.7261433583997555,0.5361180524944529,1.0,0.8147299993740973,0.9052440108546246,-0.6365362511097452,0.8729155843587627,0.1676158275447616,0.7540693393982868,0.21105794120443452
ROC-AUC,0.7334325185430334,0.6218843661881941,0.42076001254729545,0.8147299993740973,1.0,0.7809610313370351,-0.7503017913692371,0.7334325185430334,0.13829550152444403,0.38832722861752667,0.15678579140539842
MCC,0.9803074953887276,0.9063909183615122,0.2044108765636096,0.9052440108546246,0.7809610313370351,1.0,-0.7544340262455839,0.9803074953887276,0.032989306717662176,0.9019091719459086,0.3777970516625268
Log Loss,-0.7832102115723841,-0.7645712716915187,-0.0913458917999223,-0.6365362511097452,-0.7503017913692371,-0.7544340262455839,1.0,-0.7832102115723841,0.1310077519379845,-0.3573551492600921,-0.5793237645630056
Cohen's Kappa,1.0,0.9593974763987677,0.12934411007326216,0.8729155843587627,0.7334325185430334,0.9803074953887276,-0.7832102115723841,1.0,-0.0040061903405237045,0.8897818568048091,0.5151891518776389
Execution Time (s),-0.0040061903405237045,-0.01252753747779242,0.28632636039527215,0.1676158275447616,0.13829550152444403,0.032989306717662176,0.1310077519379845,-0.0040061903405237045,1.0,-0.18151372660830073,-0.21384434262392826
CV Accuracy (Mean),0.8897818568048091,0.8375046879027201,0.3219462021669522,0.7540693393982868,0.38832722861752667,0.9019091719459086,-0.3573551492600921,0.8897818568048091,-0.18151372660830073,1.0,0.2500965064695278
CV Accuracy (Std Dev),0.5151891518776389,0.6475882269035879,-0.16226317843269178,0.21105794120443452,0.15678579140539842,0.3777970516625268,-0.5793237645630056,0.5151891518776389,-0.21384434262392826,0.2500965064695278,1.0
