method,metoda,AUC-PR
metoda1-1,run1-1_WELFake_pr_curve.csv,0.9902987132194803
metoda1-2,run1-2_WELFake_pr_curve.csv,0.9905385699254715
metoda1-3,run1-3_WELFake_pr_curve.csv,0.9881514217248923
metoda1-4,run1-4_WELFake_pr_curve.csv,0.9867879007422797
metoda1-5,run1-5_WELFake_pr_curve.csv,0.9882027755739027
metoda10,run10_WELFake_pr_curve.csv,0.9877574156839433
metoda11,run11_WELFake_pr_curve.csv,0.9772994562589772
metoda12-catboost,run12-catboost_WELFake_pr_curve.csv,0.9578020755623831
metoda12-rf,run12-rf_WELFake_pr_curve.csv,0.9634449394133886
metoda13,run13_WELFake_pr_curve.csv,0.9884100976659573
metoda14,run14_WELFake_pr_curve.csv,0.9797636721818082
metoda15,run15_WELFake_pr_curve.csv,0.9316448358722985
metoda16,run16_WELFake_pr_curve.csv,0.9797531896320277
metoda17,run17_WELFake_pr_curve.csv,0.9822252479650015
metoda18,run18_WELFake_pr_curve.csv,0.9815619022162749
metoda19,run19_WELFake_pr_curve.csv,0.9662359368557085
metoda20,run20_WELFake_pr_curve.csv,0.9316448358722985
metoda2,run2_WELFake_pr_curve.csv,0.9316448358722985
metoda3,run3_WELFake_pr_curve.csv,0.8877773295634083
metoda4,run4_WELFake_pr_curve.csv,0.7844983475712415
metoda5,run5_WELFake_pr_curve.csv,0.9865319926296834
metoda6,run6_WELFake_pr_curve.csv,0.9316448358722985
metoda7,run7_WELFake_pr_curve.csv,0.9331228235667028
metoda8,run8_WELFake_pr_curve.csv,0.9316448358722985
metoda9,run9_WELFake_pr_curve.csv,0.9786216268329592
