,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9883584448028995,0.20480527922303277,0.978188134470752,0.9532571126568437,0.9969286690369736,-0.834371431006529,0.9972170925958508,0.11072557944392483,0.954746652441066,-0.35607555060639207
Precision,0.9883584448028995,1.0,0.12531824768729716,0.9575606324945517,0.946967494512642,0.9873472965409323,-0.8362577694064975,0.988268619481221,0.1399993893230336,0.9584854645186476,-0.43440526869051393
Recall,0.20480527922303277,0.12531824768729716,1.0,0.3973708349376525,-0.066862610389691,0.13334223984788304,0.32367303507048173,0.1347056647037209,0.0243562032441545,0.8376546614741571,-0.1432984577088844
F1-Score,0.978188134470752,0.9575606324945517,0.3973708349376525,1.0,0.8719595833209072,0.9591337633482246,-0.7034431646277247,0.9600108294288762,0.12257352896940665,0.94967877327627,-0.3385490026092329
ROC-AUC,0.9532571126568437,0.946967494512642,-0.066862610389691,0.8719595833209072,1.0,0.9735617431509701,-0.9579629336196349,0.9725097324425719,0.06904299706004832,0.9276574368266806,-0.26597798114199545
MCC,0.9969286690369736,0.9873472965409323,0.13334223984788304,0.9591337633482246,0.9735617431509701,1.0,-0.874664597244598,0.999950655400937,0.10226309789549913,0.9539850277959545,-0.35305873265959875
Log Loss,-0.834371431006529,-0.8362577694064975,0.32367303507048173,-0.7034431646277247,-0.9579629336196349,-0.874664597244598,1.0,-0.8728575591387314,-0.039888600378005006,-0.9064015587523113,0.372639153633176
Cohen's Kappa,0.9972170925958508,0.988268619481221,0.1347056647037209,0.9600108294288762,0.9725097324425719,0.999950655400937,-0.8728575591387314,1.0,0.10468111053284115,0.9561043936489526,-0.3618694189942134
Execution Time (s),0.11072557944392483,0.1399993893230336,0.0243562032441545,0.12257352896940665,0.06904299706004832,0.10226309789549913,-0.039888600378005006,0.10468111053284115,1.0,0.2963259744607544,-0.3545978459040461
CV Accuracy (Mean),0.954746652441066,0.9584854645186476,0.8376546614741571,0.94967877327627,0.9276574368266806,0.9539850277959545,-0.9064015587523113,0.9561043936489526,0.2963259744607544,1.0,-0.42582583870924945
CV Accuracy (Std Dev),-0.35607555060639207,-0.43440526869051393,-0.1432984577088844,-0.3385490026092329,-0.26597798114199545,-0.35305873265959875,0.372639153633176,-0.3618694189942134,-0.3545978459040461,-0.42582583870924945,1.0
