Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
0.8,0.8,0.8,0.8,0.9600000000000001,0.6,0.2542731692252916,0.6,295.4356474876404,,
