Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s)
0.9974387527839643,0.9971751412429378,0.9974099364257123,0.9972925250147145,0.9997387450039303,0.9948625446146155,0.10176669059341352,0.9948625197959893,0.27834081649780273
